Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value
Operating mode extra additional heat	MODBUS_INPUT_REGISTER	1693	1		4	0	0	0
Docked compressors cooling	MODBUS_INPUT_REGISTER	1694	1		4	0	0	0
BP4, unprocessed (EB101-EP14)	MODBUS_INPUT_REGISTER	1800	1		2	0	0	0
Defrosting (EB101)	MODBUS_INPUT_REGISTER	1805	1		4	0	0	0
Power (EB101-EP14)	MODBUS_INPUT_REGISTER	1806	1	kW	4	0	0	0
Internal charge pump (GP12)	MODBUS_INPUT_REGISTER	1822	1		4	0	0	0
Climate system 4	MODBUS_INPUT_REGISTER	1823	1		4	0	0	0
Climate system 3	MODBUS_INPUT_REGISTER	1824	1		4	0	0	0
Climate system 2	MODBUS_INPUT_REGISTER	1825	1		4	0	0	0
Climate system 1 (HMP)	MODBUS_INPUT_REGISTER	1826	1		4	0	0	0
Pool 1 pump status	MODBUS_INPUT_REGISTER	1828	1		4	0	0	0
Operating mode (SG Ready)	MODBUS_INPUT_REGISTER	1911	1		4	0	0	0
SG ready, input A	MODBUS_INPUT_REGISTER	1912	1		4	0	0	0
SG ready, input B	MODBUS_INPUT_REGISTER	1913	1		4	0	0	0
Heating offset (SPA)	MODBUS_INPUT_REGISTER	1914	10		1	0	0	0
Hot water comfort mode (SPA)	MODBUS_INPUT_REGISTER	1915	1		1	0	0	0
Pool offset (SPA)	MODBUS_INPUT_REGISTER	1916	1		1	0	0	0
Cooling offset (SPA)	MODBUS_INPUT_REGISTER	1917	1		1	0	0	0
Operating mode (Smart Price Adaption)	MODBUS_INPUT_REGISTER	1918	1		4	0	0	0
Evaporator 2 (EB100-EP15-BT16)	MODBUS_INPUT_REGISTER	1969	10	°C	2	0	0	0
Temperature, inverter (EB100-EP15)	MODBUS_INPUT_REGISTER	1970	10	°C	2	0	0	0
fan speed (EB100-EP15)	MODBUS_INPUT_REGISTER	1971	1		4	0	0	0
Evaporator 2 (EB100-EP14-BT16)	MODBUS_INPUT_REGISTER	1972	10	°C	2	0	0	0
Temperature, inverter (EB100-EP14)	MODBUS_INPUT_REGISTER	1973	10	°C	2	0	0	0
fan speed (EB100-EP14)	MODBUS_INPUT_REGISTER	1974	1		4	0	0	0
Alarm number	MODBUS_INPUT_REGISTER	1975	1		2	0	0	0
Reset alarm	MODBUS_HOLDING_REGISTER	22	1		4	0	0	0
Non module-specific alarm numbers	MODBUS_INPUT_REGISTER	1976	1		2	0	0	0
Heating curve climate system 1	MODBUS_HOLDING_REGISTER	26	1		1	0	15	9
Heating offset climate system 1	MODBUS_HOLDING_REGISTER	30	1		1	-10	10	0
Min supply climate system 1	MODBUS_HOLDING_REGISTER	34	10	°C	2	50	800	200
Max supply climate system 1	MODBUS_HOLDING_REGISTER	38	10	°C	2	50	800	600
Own curve, heating P7	MODBUS_HOLDING_REGISTER	39	1	°C	1	5	80	15
Own curve, heating P6	MODBUS_HOLDING_REGISTER	40	1	°C	1	5	80	15
Own curve, heating P5	MODBUS_HOLDING_REGISTER	41	1	°C	1	5	80	26
Own curve, heating P4	MODBUS_HOLDING_REGISTER	42	1	°C	1	5	80	32
Own curve, heating P3	MODBUS_HOLDING_REGISTER	43	1	°C	1	5	80	35
Own curve, heating P2	MODBUS_HOLDING_REGISTER	44	1	°C	1	5	80	40
Own curve, heating P1	MODBUS_HOLDING_REGISTER	45	1	°C	1	5	80	45
Point offset outdoor temperature	MODBUS_HOLDING_REGISTER	46	1	°C	1	-40	30	0
Point offset	MODBUS_HOLDING_REGISTER	47	1	°C	1	-10	10	0
External adjustment climate system 1	MODBUS_HOLDING_REGISTER	51	1		1	-10	10	0
External adjustment with room sensor climate system 1	MODBUS_HOLDING_REGISTER	55	10	°C	2	50	300	200
Hot water demand mode	MODBUS_HOLDING_REGISTER	56	1		1	0	4	1
Start temperature HW high temperature	MODBUS_HOLDING_REGISTER	58	10	°C	2	50	700	470
Start temperature HW normal temperature	MODBUS_HOLDING_REGISTER	59	10	°C	2	50	700	440
Start temperature HW low temperature	MODBUS_HOLDING_REGISTER	60	10	°C	2	50	700	400
Stop temperature HW periodic increase	MODBUS_HOLDING_REGISTER	61	10	°C	2	550	700	550
Stop temperature HW high temperature	MODBUS_HOLDING_REGISTER	62	10	°C	2	50	700	510
Stop temperature HW normal temperature	MODBUS_HOLDING_REGISTER	63	10	°C	2	50	700	480
Stop temperature HW low temperature	MODBUS_HOLDING_REGISTER	64	10	°C	2	50	700	440
Periodic hot water	MODBUS_HOLDING_REGISTER	65	1		1	0	1	1
Periodic hot water interval	MODBUS_HOLDING_REGISTER	66	1	days	1	1	90	7
Start time periodic hot water	MODBUS_HOLDING_REGISTER	67	1		-	-	-	-
Language	MODBUS_HOLDING_REGISTER	91	1		1	0	22	0
Period time hot water	MODBUS_HOLDING_REGISTER	92	1	min	4	0	180	30
Period time heating	MODBUS_HOLDING_REGISTER	93	1	min	4	0	180	30
Operating mode	MODBUS_HOLDING_REGISTER	2743	1		4	0	2	0
Operating mode heating medium pump	MODBUS_HOLDING_REGISTER	95	1		4	10	40	40
Activate force control	MODBUS_HOLDING_REGISTER	5000	1		4	0	0	0
Max. internal additional heat	MODBUS_HOLDING_REGISTER	102	100	kW	2	0	4500	900
Fuse	MODBUS_HOLDING_REGISTER	103	1	A	5	1	400	16
id:3826	MODBUS_HOLDING_REGISTER	2747	1		4	1	128	4
id:3827	MODBUS_HOLDING_REGISTER	2746	1		4	1	128	2
id:3828	MODBUS_HOLDING_REGISTER	2745	1		4	1	128	1
Floor drying	MODBUS_HOLDING_REGISTER	120	1		4	0	1	0
Floor drying period 7	MODBUS_HOLDING_REGISTER	121	1	days	4	0	30	2
Floor drying period 6	MODBUS_HOLDING_REGISTER	122	1	days	4	0	30	2
Floor drying period 5	MODBUS_HOLDING_REGISTER	123	1	days	4	0	30	2
Floor drying period 4	MODBUS_HOLDING_REGISTER	124	1	days	4	0	30	3
Floor drying period 3	MODBUS_HOLDING_REGISTER	125	1	days	4	0	30	2
Floor drying period 2	MODBUS_HOLDING_REGISTER	126	1	days	4	0	30	2
Floor drying period 1	MODBUS_HOLDING_REGISTER	127	1	days	4	0	30	2
Floor drying temp. 7	MODBUS_HOLDING_REGISTER	128	1	°C	4	15	70	20
Floor drying temp. 6	MODBUS_HOLDING_REGISTER	129	1	°C	4	15	70	30
Floor drying temp. 5	MODBUS_HOLDING_REGISTER	130	1	°C	4	15	70	40
Floor drying temp. 4	MODBUS_HOLDING_REGISTER	131	1	°C	4	15	70	45
Floor drying temp. 3	MODBUS_HOLDING_REGISTER	132	1	°C	4	15	70	40
Floor drying temp. 2	MODBUS_HOLDING_REGISTER	133	1	°C	4	15	70	30
Floor drying temp. 1	MODBUS_HOLDING_REGISTER	134	1	°C	4	15	70	20
Floor drying ongoing time.	MODBUS_INPUT_REGISTER	1977	1		5	0	10000	0
Dimensioned outdoor temperature	MODBUS_HOLDING_REGISTER	140	10	°C	2	-400	200	-180
Delta T for DOT	MODBUS_HOLDING_REGISTER	141	10	°C	2	10	250	100
Climate system 2	MODBUS_HOLDING_REGISTER	142	1		4	0	1	0
Climate system 3	MODBUS_HOLDING_REGISTER	143	1		4	0	1	0
Climate system 4	MODBUS_HOLDING_REGISTER	144	1		4	0	1	0
Shunt controlled additional heat	MODBUS_HOLDING_REGISTER	153	1		4	0	1	0
Wait time shunt, shunt controlled additional heat	MODBUS_HOLDING_REGISTER	157	1	s	2	10	300	30
Step controlled additional heat accessory	MODBUS_HOLDING_REGISTER	158	1		4	0	1	0
DM start step controlled additional heat	MODBUS_HOLDING_REGISTER	159	1	DM	2	-2000	-30	-400
Waiting time cooling/heating	MODBUS_HOLDING_REGISTER	165	1	h	1	0	48	2
Heating start at under temp.	MODBUS_HOLDING_REGISTER	166	10	°C	1	5	100	10
Cooling start at over temp.	MODBUS_HOLDING_REGISTER	167	10	°C	1	5	100	30
Cooling with room sensors	MODBUS_HOLDING_REGISTER	170	10		4	0	41	0
Start active cooling DM	MODBUS_HOLDING_REGISTER	173	1	DM	2	10	300	30
Permit additional heat, heating	MODBUS_HOLDING_REGISTER	180	1		4	0	1	1
Permit heating	MODBUS_HOLDING_REGISTER	181	1		4	0	1	1
Permit cooling	MODBUS_HOLDING_REGISTER	182	1		4	0	1	1
Auto mode, start temperature for cooling	MODBUS_HOLDING_REGISTER	183	10	°C	2	150	400	250
Auto mode, stop temperature for heating	MODBUS_HOLDING_REGISTER	184	10	°C	2	-200	400	170
Auto mode, additional heat stop temperature	MODBUS_HOLDING_REGISTER	185	10	°C	2	-250	400	50
Auto mode filter time	MODBUS_HOLDING_REGISTER	186	1	h	4	0	48	24
Max difference supply, compressor	MODBUS_HOLDING_REGISTER	187	10	°C	2	10	250	100
Max difference supply, additional heat	MODBUS_HOLDING_REGISTER	188	10	°C	2	10	240	70
Time format	MODBUS_HOLDING_REGISTER	194	1		4	0	1	1
Alarm action, lower room temperature	MODBUS_HOLDING_REGISTER	196	1		4	0	1	0
Alarm action lower HW temperature	MODBUS_HOLDING_REGISTER	197	1		4	0	1	1
Auxiliary operation on alarm	MODBUS_HOLDING_REGISTER	198	1		4	0	0	0
Use room sensor climate system 4	MODBUS_HOLDING_REGISTER	199	1		4	0	1	0
Use room sensor climate system 3	MODBUS_HOLDING_REGISTER	200	1		4	0	1	0
Use room sensor climate system 2	MODBUS_HOLDING_REGISTER	201	1		4	0	1	0
Use room sensor climate system 1	MODBUS_HOLDING_REGISTER	202	1		4	0	1	0
Room sensor set point value climate system 4	MODBUS_HOLDING_REGISTER	203	10	°C	2	50	300	200
Room sensor set point value climate system 3	MODBUS_HOLDING_REGISTER	204	10	°C	2	50	300	200
Room sensor set point value climate system 2	MODBUS_HOLDING_REGISTER	205	10	°C	2	50	300	200
Room sensor set point value climate system 1	MODBUS_HOLDING_REGISTER	206	10	°C	2	50	300	200
Room sensor factor climate system 4	MODBUS_HOLDING_REGISTER	207	10		4	0	60	20
Room sensor factor climate system 3	MODBUS_HOLDING_REGISTER	208	10		4	0	60	20
Room sensor factor climate system 2	MODBUS_HOLDING_REGISTER	209	10		4	0	60	20
Room sensor factor climate system 1	MODBUS_HOLDING_REGISTER	210	10		4	0	60	20
Input AUX5	MODBUS_HOLDING_REGISTER	211	1		4	0	59	0
Input AUX4	MODBUS_HOLDING_REGISTER	212	1		4	0	59	0
Input AUX3	MODBUS_HOLDING_REGISTER	213	1		4	0	59	0
Input AUX2	MODBUS_HOLDING_REGISTER	214	1		4	0	59	0
Input AUX1	MODBUS_HOLDING_REGISTER	215	1		4	0	59	0
Output AUX1	MODBUS_HOLDING_REGISTER	216	1		4	0	25	0
id:3968	MODBUS_HOLDING_REGISTER	2752	1		5	1	3600	5
Preset flow setting for climate system	MODBUS_HOLDING_REGISTER	223	1		4	0	3	1
id:3977	MODBUS_HOLDING_REGISTER	2753	1		4	21	22	22
More hot water	MODBUS_HOLDING_REGISTER	225	10		-	-	-	-
id:4050	MODBUS_HOLDING_REGISTER	4046	1		4	0	1	0
Oper. mode	MODBUS_HOLDING_REGISTER	237	1		4	0	0	0
Cooling heat sensor set point value	MODBUS_HOLDING_REGISTER	681	10		2	50	400	210
Pool 1 accessory	MODBUS_HOLDING_REGISTER	685	1		4	0	1	0
Hot water comfort	MODBUS_HOLDING_REGISTER	694	1		4	0	1	0
More hot water	MODBUS_HOLDING_REGISTER	697	1		1	0	0	0
Start diff. DM, step-controlled add. heat	MODBUS_HOLDING_REGISTER	703	1	DM	2	0	2000	400
HW comfort shunt on/off	MODBUS_HOLDING_REGISTER	705	1		4	0	1	0
External cooling accessory	MODBUS_HOLDING_REGISTER	709	1		4	0	1	0
id:4591	MODBUS_HOLDING_REGISTER	4052	1		1	5	80	30
Cooling connected, climate system 1	MODBUS_HOLDING_REGISTER	726	1		4	0	0	0
id:4617	MODBUS_HOLDING_REGISTER	4053	1		1	0	1	0
Operating mode charge pump climate system 1	MODBUS_HOLDING_REGISTER	748	1		4	0	1	1
id:4660	MODBUS_HOLDING_REGISTER	4063	1		4	0	1	0
Shunted brine max. temp.	MODBUS_HOLDING_REGISTER	4067	1	°C	4	0	30	20
Heating (SG Ready)	MODBUS_HOLDING_REGISTER	760	1		4	0	1	1
id:4703	MODBUS_HOLDING_REGISTER	4068	1		4	0	1	0
id:4704	MODBUS_HOLDING_REGISTER	4069	1		4	0	1	0
id:4705	MODBUS_HOLDING_REGISTER	4070	1		4	0	1	0
id:4706	MODBUS_HOLDING_REGISTER	4071	1		4	0	1	0
id:4707	MODBUS_HOLDING_REGISTER	4072	1		4	0	1	0
id:4708	MODBUS_HOLDING_REGISTER	4073	1		4	0	1	0
id:4709	MODBUS_HOLDING_REGISTER	4074	1		4	0	1	0
id:4710	MODBUS_HOLDING_REGISTER	4075	1		4	0	1	0
id:4711	MODBUS_HOLDING_REGISTER	0	1		4	0	1	0
Input AUX5	MODBUS_HOLDING_REGISTER	767	1		4	0	59	0
Operating mode circulation pump heating heat pump 1	MODBUS_HOLDING_REGISTER	783	1		4	0	1	1
Operating mode circulation pump hot water heat pump 1	MODBUS_HOLDING_REGISTER	799	1		4	0	1	1
Speed circulation pump waiting mode heat pump 1	MODBUS_HOLDING_REGISTER	841	1	%	4	1	100	30
Speed, circulation pump, standby mode (EB100)	MODBUS_HOLDING_REGISTER	842	1	%	4	1	100	30
Activated (Smart Price Adaption)	MODBUS_HOLDING_REGISTER	843	1		4	0	1	0
(SPA), cooling activated	MODBUS_HOLDING_REGISTER	849	1		4	0	1	1
(SPA), area	MODBUS_HOLDING_REGISTER	851	1		4	0	254	23
Max. speed controlled charge pump (EB101)	MODBUS_HOLDING_REGISTER	867	1	%	4	80	100	100
External adjustment climate system 8	MODBUS_HOLDING_REGISTER	893	1		1	-10	10	0
External adjustment climate system 7	MODBUS_HOLDING_REGISTER	894	1		1	-10	10	0
External adjustment climate system 6	MODBUS_HOLDING_REGISTER	895	1		1	-10	10	0
External adjustment climate system 5	MODBUS_HOLDING_REGISTER	896	1		1	-10	10	0
External adjustment with room sensor climate system 8	MODBUS_HOLDING_REGISTER	897	10	°C	2	50	300	200
External adjustment with room sensor climate system 7	MODBUS_HOLDING_REGISTER	898	10	°C	2	50	300	200
External adjustment with room sensor climate system 6	MODBUS_HOLDING_REGISTER	899	10	°C	2	50	300	200
External adjustment with room sensor climate system 5	MODBUS_HOLDING_REGISTER	900	10	°C	2	50	300	200
Climate system 5	MODBUS_HOLDING_REGISTER	905	1		4	0	1	0
Climate system 6	MODBUS_HOLDING_REGISTER	906	1		4	0	1	0
Climate system 7	MODBUS_HOLDING_REGISTER	907	1		4	0	1	0
Climate system 8	MODBUS_HOLDING_REGISTER	908	1		4	0	1	0
Heating connected, climate system 1	MODBUS_HOLDING_REGISTER	932	1		4	0	1	1
ERS 1	MODBUS_HOLDING_REGISTER	933	1		4	0	1	0
id:4969	MODBUS_HOLDING_REGISTER	4091	1		4	0	1	0
id:4970	MODBUS_HOLDING_REGISTER	4092	1		4	0	1	0
id:4971	MODBUS_HOLDING_REGISTER	4093	1	Hz	4	20	117	20
id:4972	MODBUS_HOLDING_REGISTER	4094	1	Hz	4	20	117	20
id:4973	MODBUS_HOLDING_REGISTER	4095	1	Hz	4	23	120	23
id:4974	MODBUS_HOLDING_REGISTER	4096	1	Hz	4	23	120	23
Use room sensor climate system 8	MODBUS_HOLDING_REGISTER	948	1		4	0	1	0
Use room sensor climate system 7	MODBUS_HOLDING_REGISTER	949	1		4	0	1	0
Use room sensor climate system 6	MODBUS_HOLDING_REGISTER	950	1		4	0	1	0
Use room sensor climate system 5	MODBUS_HOLDING_REGISTER	951	1		4	0	1	0
Room sensor set point value climate system 8	MODBUS_HOLDING_REGISTER	952	10	°C	2	50	300	200
Room sensor set point value climate system 7	MODBUS_HOLDING_REGISTER	953	10	°C	2	50	300	200
Room sensor set point value climate system 6	MODBUS_HOLDING_REGISTER	954	10	°C	2	50	300	200
Room sensor set point value climate system 5	MODBUS_HOLDING_REGISTER	955	10	°C	2	50	300	200
Room sensor factor climate system 8	MODBUS_HOLDING_REGISTER	956	10		4	0	60	20
Room sensor factor climate system 7	MODBUS_HOLDING_REGISTER	957	10		4	0	60	20
Room sensor factor climate system 6	MODBUS_HOLDING_REGISTER	958	10		4	0	60	20
Room sensor factor climate system 5	MODBUS_HOLDING_REGISTER	959	10		4	0	60	20
id:4992	MODBUS_HOLDING_REGISTER	4097	1		4	-999	999	70
id:4993	MODBUS_HOLDING_REGISTER	4098	1		4	-999	999	70
id:4994	MODBUS_HOLDING_REGISTER	4099	1		4	-999	999	70
id:4995	MODBUS_HOLDING_REGISTER	4100	1		4	-999	999	70
id:4996	MODBUS_HOLDING_REGISTER	4101	1		4	-999	999	70
id:4997	MODBUS_HOLDING_REGISTER	4102	1		4	-999	999	75
Current transformer ratio	MODBUS_HOLDING_REGISTER	980	1		5	300	3000	300
Room sensor set point value climate system 8, cooling	MODBUS_HOLDING_REGISTER	981	10	°C	2	50	350	250
Room sensor set point value climate system 7, cooling	MODBUS_HOLDING_REGISTER	982	10	°C	2	50	350	250
Room sensor set point value climate system 6, cooling	MODBUS_HOLDING_REGISTER	983	10	°C	2	50	350	250
Room sensor set point value climate system 5, cooling	MODBUS_HOLDING_REGISTER	984	10	°C	2	50	350	250
Room sensor set point value climate system 4, cooling	MODBUS_HOLDING_REGISTER	985	10	°C	2	50	350	250
Room sensor set point value climate system 3, cooling	MODBUS_HOLDING_REGISTER	986	10	°C	2	50	350	250
Room sensor set point value climate system 2, cooling	MODBUS_HOLDING_REGISTER	987	10	°C	2	50	350	250
Room sensor set point value climate system 1, cooling	MODBUS_HOLDING_REGISTER	988	10	°C	2	50	350	250
Room sensor factor climate system 8, cooling	MODBUS_HOLDING_REGISTER	989	10		4	0	60	10
Room sensor factor climate system 7, cooling	MODBUS_HOLDING_REGISTER	990	10		4	0	60	10
Room sensor factor climate system 6, cooling	MODBUS_HOLDING_REGISTER	991	10		4	0	60	10
Room sensor factor climate system 5, cooling	MODBUS_HOLDING_REGISTER	992	10		4	0	60	10
Room sensor factor climate system 4, cooling	MODBUS_HOLDING_REGISTER	993	10		4	0	60	10
Room sensor factor climate system 3, cooling	MODBUS_HOLDING_REGISTER	994	10		4	0	60	10
Room sensor factor climate system 2, cooling	MODBUS_HOLDING_REGISTER	995	10		4	0	60	10
Room sensor factor climate system 1, cooling	MODBUS_HOLDING_REGISTER	996	10		4	0	60	10
Set point value (RH)	MODBUS_HOLDING_REGISTER	997	1	%	1	30	90	60
HTS 1	MODBUS_HOLDING_REGISTER	998	1		4	0	1	0
OPT	MODBUS_HOLDING_REGISTER	1015	1		4	0	1	0
DM start difference (OPT)	MODBUS_HOLDING_REGISTER	1016	1	DM	2	10	2000	700
Exhaust air fan speed 4 (ERS 1)	MODBUS_HOLDING_REGISTER	1021	1	%	4	0	100	100
Exhaust air fan speed 3 (ERS 1)	MODBUS_HOLDING_REGISTER	1022	1	%	4	0	100	80
Exhaust air fan speed 2 (ERS 1)	MODBUS_HOLDING_REGISTER	1023	1	%	4	0	100	30
Exhaust air fan speed 1 (ERS 1)	MODBUS_HOLDING_REGISTER	1024	1	%	4	0	100	0
Exhaust air fan speed normal (ERS 1)	MODBUS_HOLDING_REGISTER	1025	1	%	4	1	100	75
Flow sensor activated X21	MODBUS_HOLDING_REGISTER	1031	1		4	0	1	0
S135	MODBUS_HOLDING_REGISTER	1035	1		4	0	1	0
Pump speed (S135)	MODBUS_HOLDING_REGISTER	1036	1	%	4	1	100	70
Bypass temp. (ERS 1)	MODBUS_HOLDING_REGISTER	1044	1	°C	4	2	10	4
Pool pump type	MODBUS_HOLDING_REGISTER	1045	1		4	0	1	1
External cooling accessory pump type	MODBUS_HOLDING_REGISTER	1046	1		4	0	1	1
Flow sensor activated X22	MODBUS_HOLDING_REGISTER	1049	1		4	0	1	0
Max. internal additional heat SG Ready	MODBUS_HOLDING_REGISTER	1052	100	kW	2	0	900	900
Hysteresis (OPT)	MODBUS_HOLDING_REGISTER	1066	1		2	10	2000	100
Activated (EME10)	MODBUS_HOLDING_REGISTER	1068	1		4	0	1	0
PV panel affects heating (EME)	MODBUS_HOLDING_REGISTER	1069	1		4	0	1	0
PV panel affects hot water (EME)	MODBUS_HOLDING_REGISTER	1070	1		4	0	1	0
Delay timer EME	MODBUS_HOLDING_REGISTER	1071	1		5	0	0	0
AUX blocking (OPT)	MODBUS_HOLDING_REGISTER	1095	1		4	0	0	0
Outdoor air mixing	MODBUS_HOLDING_REGISTER	1096	1		4	0	1	0
Smart home room control	MODBUS_HOLDING_REGISTER	1102	1		4	0	1	0
Smart Energy Source	MODBUS_HOLDING_REGISTER	1105	1		4	0	1	0
Control method, smart energy source	MODBUS_HOLDING_REGISTER	1106	1		4	0	1	0
El. price, special, smart energy source	MODBUS_HOLDING_REGISTER	1107	1		4	0	2	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1108	1		5	0	10000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1109	1		4	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1110	1		5	0	10000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1111	1		4	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1112	1		5	0	10000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1113	1		4	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1114	1		5	0	10000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1115	1		4	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1116	1		5	0	10000	100
Prim. factor, smart energy source	MODBUS_HOLDING_REGISTER	1117	10		4	0	50	25
Prim. factor, shunt add. heat smart energy source	MODBUS_HOLDING_REGISTER	1118	10		4	0	50	10
Prim. factor, ext. step add. heat smart energy source	MODBUS_HOLDING_REGISTER	1119	10		4	0	50	10
Prim. factor, OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1120	10		4	0	50	10
OPT10, high tariff price smart energy source	MODBUS_HOLDING_REGISTER	1121	1		5	1	10000	100
OPT10, low tariff price smart energy source	MODBUS_HOLDING_REGISTER	1122	1		5	1	10000	100
ext. step add. heat, high tariff price smart energy source	MODBUS_HOLDING_REGISTER	1123	1		5	1	10000	100
ext. step add. heat, low tariff price smart energy source	MODBUS_HOLDING_REGISTER	1124	1		5	1	10000	100
Shunt add. heat, high tariff price smart energy source	MODBUS_HOLDING_REGISTER	1125	1		5	1	10000	100
Shunt add. heat, low tariff price smart energy source	MODBUS_HOLDING_REGISTER	1126	1		5	1	10000	100
El. price, fixed, high tariff smart energy source	MODBUS_HOLDING_REGISTER	1127	1		5	1	10000	100
El. price, fixed, low tariff smart energy source	MODBUS_HOLDING_REGISTER	1128	1		5	1	10000	100
El. price, variable, high tariff smart energy source	MODBUS_HOLDING_REGISTER	1129	1		5	1	10000	100
El. price, variable, low tariff smart energy source	MODBUS_HOLDING_REGISTER	1130	1		5	1	10000	100
DM start source, priority 5 smart energy source	MODBUS_HOLDING_REGISTER	1131	1		2	100	2000	400
DM start source, priority 4 smart energy source	MODBUS_HOLDING_REGISTER	1132	1		2	100	2000	400
DM start source, priority 3 smart energy source	MODBUS_HOLDING_REGISTER	1133	1		2	100	2000	400
DM start source, priority 2 smart energy source	MODBUS_HOLDING_REGISTER	1134	1		2	100	2000	400
DM start source, priority 1 smart energy source	MODBUS_HOLDING_REGISTER	1135	1		2	-2000	-10	-60
Start day, tariff smart energy source	MODBUS_HOLDING_REGISTER	1136	1		4	1	31	1
End day, tariff smart energy source	MODBUS_HOLDING_REGISTER	1137	1		4	1	31	31
Start month, tariff smart energy source	MODBUS_HOLDING_REGISTER	1138	1		4	1	12	1
End month, tariff smart energy source	MODBUS_HOLDING_REGISTER	1139	1		4	1	12	12
Start day, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1172	1		4	1	31	1
End day, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1173	1		4	1	31	31
Start month, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1174	1		4	1	12	1
End month, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1175	1		4	1	12	12
Start day, tariff OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1208	1		4	1	31	1
End day, tariff OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1209	1		4	1	31	31
Start month, tariff OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1210	1		4	1	12	1
End month, tariff OPT10 smart energy source	MODBUS_HOLDING_REGISTER	1211	1		4	1	12	12
Start day tariff, shunt additional heat smart energy source	MODBUS_HOLDING_REGISTER	1244	1		4	1	31	1
End day tariff, shunt additional heat  smart energy source	MODBUS_HOLDING_REGISTER	1245	1		4	1	31	31
Start month tariff, shunt additional heat smart energy source	MODBUS_HOLDING_REGISTER	1246	1		4	1	12	1
End month tariff, shunt additional heat smart energy source	MODBUS_HOLDING_REGISTER	1247	1		4	1	12	12
Start day tariff, ext. step add. heat smart energy source	MODBUS_HOLDING_REGISTER	1280	1		4	1	31	1
End day tariff, ext. step add. heat  smart energy source	MODBUS_HOLDING_REGISTER	1281	1		4	1	31	31
Start month tariff, ext. step add. heat smart energy source	MODBUS_HOLDING_REGISTER	1282	1		4	1	12	1
End month tariff, ext. step add. heat smart energy source	MODBUS_HOLDING_REGISTER	1283	1		4	1	12	12
Prioritise additional heat (AXC40)	MODBUS_HOLDING_REGISTER	1320	1		4	0	1	0
Max difference, SES priority 1 energy source	MODBUS_HOLDING_REGISTER	1326	10	°C	2	10	250	100
Max difference, SES lower priority energy source	MODBUS_HOLDING_REGISTER	1327	10	°C	2	10	250	70
Installed (EB101)	MODBUS_HOLDING_REGISTER	1550	1		4	0	1	1
EME20	MODBUS_HOLDING_REGISTER	4000	1		4	0	1	0
Current power (EME 20)	MODBUS_INPUT_REGISTER	2176	1	W	6	0	0	0
id:6012	MODBUS_HOLDING_REGISTER	4008	1	%	4	1	100	70
id:6028	MODBUS_INPUT_REGISTER	1993	1		4	0	0	0
id:6029	MODBUS_INPUT_REGISTER	1994	1		5	0	0	0
Total average power (EME 20)	MODBUS_INPUT_REGISTER	2178	1	W	6	0	0	0
Total energy (EME 20)	MODBUS_INPUT_REGISTER	2180	10	kWh	3	0	0	0
ERS 2	MODBUS_HOLDING_REGISTER	4076	1		4	0	1	0
ERS 3	MODBUS_HOLDING_REGISTER	4077	1		4	0	1	0
ERS 4	MODBUS_HOLDING_REGISTER	4078	1		4	0	1	0
id:6486	MODBUS_HOLDING_REGISTER	4135	1		4	0	1	0
id:6756	MODBUS_INPUT_REGISTER	2004	10	%RH	2	0	0	0
id:6757	MODBUS_INPUT_REGISTER	2005	10	%RH	2	0	0	0
id:6758	MODBUS_INPUT_REGISTER	2006	10	%RH	2	0	0	0
HTS 2	MODBUS_HOLDING_REGISTER	1981	1		4	0	1	0
HTS 3	MODBUS_HOLDING_REGISTER	1982	1		4	0	1	0
HTS 4	MODBUS_HOLDING_REGISTER	1983	1		4	0	1	0
External adjustment, cooling climate system 8	MODBUS_HOLDING_REGISTER	4138	1		1	-10	10	0
External adjustment, cooling climate system 7	MODBUS_HOLDING_REGISTER	4139	1		1	-10	10	0
External adjustment, cooling climate system 6	MODBUS_HOLDING_REGISTER	4140	1		1	-10	10	0
External adjustment, cooling climate system 5	MODBUS_HOLDING_REGISTER	4141	1		1	-10	10	0
External adjustment, cooling climate system 4	MODBUS_HOLDING_REGISTER	4142	1		1	-10	10	0
External adjustment, cooling climate system 3	MODBUS_HOLDING_REGISTER	4143	1		1	-10	10	0
External adjustment, cooling climate system 2	MODBUS_HOLDING_REGISTER	4144	1		1	-10	10	0
