ModbusManager 1.0.9
20200624
Product: SMO20
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"Room sensor factor S1";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47402;"";u8;10;0;60;10;R/W;
"preset flow clim. sys.";"Preset flow setting for climate system. 0 = manual setting, 1 = radiator, 2 = floor heating, 3 = radiator + floor heating.";47442;"";u8;1;0;3;1;R/W;
"Max Internal Add";"Maximum allowed steps for the internally connected addition.";47613;"";u8;1;0;7;3;R/W;
"Int. connected add. mode";"Binary or linear stepping method for the internally connected external addition. 0=Linear 1=Binary";47614;"";u8;1;0;1;0;R/W;
"Holiday - Activated";"0=inactive, 10=active";48043;"";u8;1;0;10;0;R/W;
"DM diff start add.";"The value below the last compressor step the degree minutes needed to be reached for the pump to start electric addition";48072;"";s16;1;0;0;0;R/W;
"Cool/Heat Sensor Set Point";"Set point for change between cooling and heating when using the cool/heat sensor";48074;"";s16;10;50;400;210;R/W;
"Heat medium pump manual speed";"Heat medium pump speed if manual";48085;"%";s8;1;1;100;70;R/W;
"Manual heat medium pump speed";"Manual heat medium pump speed?";48130;"%";s8;1;0;1;0;R/W;
"Temporary Lux";"0=Off, 1=3h, 2=6h, 3=12h, 4=One time increase";48132;"";s8;1;0;0;0;R/W;
"Min cooling supply temp S1";"Minimum allowed supply temperature during cooling";48177;"°C";s8;1;-5;30;18;R/W;
"Own Cooling Curve P3";"User defined cooling curve point";48181;"°C";s8;1;-5;40;20;R/W;
"Own Cooling Curve P5";"User defined cooling curve point";48185;"°C";s8;1;-5;40;20;R/W;
"Cooling use mix. valve S1";"Sets if the valve should be used or not in cooling mode. Only applies if cooling is available in the system";48189;"";u8;1;0;0;0;R/W;
"Cooling delta temp. at 20°C";"Delta Temperature at 20°C. Used to control charge pump speed";48214;"°C";s8;1;3;10;3;R/W;
"Cooling delta temp. at 40°C";"Delta Temperature at 40°C. Used to control charge pump speed";48215;"°C";s8;1;3;20;6;R/W;
"Operational mode charge pump S1";"";48235;"";u8;1;0;1;1;R/W;
"Position of Addition";"Addition before QN10:0, Addition after QN10:1";48279;"";u8;1;0;0;0;R/W;
"SG Ready heating";"Sets whether or not SG Ready should affect heating";48282;"";u8;1;0;1;1;R/W;
"SG Ready cooling";"Sets whether or not SG Ready should affect cooling";48283;"";u8;1;0;1;1;R/W;
"SG Ready hot water";"Sets whether or not SG Ready should affect hot water";48284;"";u8;1;0;1;1;R/W;
"SG Ready pool";"Sets whether or not SG Ready should affect pool";48285;"";u8;1;0;1;1;R/W;
"Speed circ.pump Heat Slave 1";"";48374;"%";u8;1;1;100;70;R/W;
"Op mode circ.pump Heat Slave 1";"";48382;"";u8;1;0;1;1;R/W;
"Speed circ.pump HW Slave 1";"";48390;"%";u8;1;1;100;70;R/W;
"Op mode circ.pump HW Slave 1";"";48398;"";u8;1;0;1;1;R/W;
"Speed circ.pump Cooling Slave 1";"";48422;"%";u8;1;1;100;70;R/W;
"Op mode circ.pump Cooling Slave 1";"";48431;"";u8;1;0;1;1;R/W;
"Speed circ.pump Waiting Slave 1";"";48440;"%";u8;1;1;100;30;R/W;
"EB101 Max charge pump reg speed";"Max charge pump reg speed";48467;"%";u8;1;80;100;100;R/W;
"Operational mode charge pump in cooling mode S1";"";48475;"";u8;1;0;1;1;R/W;
"Heating use mix. valve S1";"Sets if the valve should be used or not in heating mode. Only applies if cooling is available in the system. Otherwise the valve is always used in heating mode.";48604;"";u8;1;0;1;1;R/W;
"Cool curve S1";"Cool curve, see manual for more information";48731;"";s8;1;0;9;0;R/W;
"Cool offset S8";"Offset of the cool curve, see manual for more information ";48732;" ";s8;1;-10;10;0;R/W;
"Cool offset S7";"Offset of the cool curve, see manual for more information ";48733;" ";s8;1;-10;10;0;R/W;
"Cool offset S6";"Offset of the cool curve, see manual for more information ";48734;" ";s8;1;-10;10;0;R/W;
"Cool offset S5";"Offset of the cool curve, see manual for more information ";48735;" ";s8;1;-10;10;0;R/W;
"Cool offset S4";"Offset of the cool curve, see manual for more information ";48736;" ";s8;1;-10;10;0;R/W;
"Cool offset S3";"Offset of the cool curve, see manual for more information ";48737;" ";s8;1;-10;10;0;R/W;
"Cool offset S2";"Offset of the cool curve, see manual for more information ";48738;" ";s8;1;-10;10;0;R/W;
"Cool offset S1";"Offset of the cool curve, see manual for more information ";48739;" ";s8;1;-10;10;0;R/W;
"Own Cooling Curve P4";"User defined cooling curve point";48740;"°C";s8;1;-5;40;20;R/W;
"Own Cooling Curve P2";"User defined cooling curve point";48741;"°C";s8;1;-5;40;20;R/W;
"Own Cooling Curve P1";"User defined cooling curve point";48742;"°C";s8;1;-5;40;20;R/W;
"Hot water high power mode";"";48743;"";s8;1;0;1;0;R/W;
"Room sensor cool setpoint S1";"Sets the room temperature setpoint for the system in cooling mode";48785;"°C";s16;10;50;350;250;R/W;
"Room sensor cool factor S1";"Setting of how much the difference between set and actual room temperature should affect the supply temperature in cooling mode.";48793;"";u8;10;0;60;10;R/W;
"RH set value";"RH set value";48794;"%";s8;1;30;90;60;R/W;
"Prevent humidity S8 ";" ";48810;" ";s8;1;0;1;0;R/W;
"Prevent humidity S7";" ";48811;" ";s8;1;0;1;0;R/W;
"Prevent humidity S6";" ";48812;" ";s8;1;0;1;0;R/W;
"Prevent humidity S5";" ";48813;" ";s8;1;0;1;0;R/W;
"Prevent humidity S4";" ";48814;" ";s8;1;0;1;0;R/W;
"Prevent humidity S3";" ";48815;" ";s8;1;0;1;0;R/W;
"Prevent humidity S2";" ";48816;" ";s8;1;0;1;0;R/W;
"Prevent humidity S1";" ";48817;" ";s8;1;0;1;0;R/W;
"Humidity factor";"Setting of how much the difference between set and actual room humidity should affect the supply temperature.";48926;"";u8;10;5;100;10;R/W;
"Humidity cool factor";"Setting of how much the difference between set and actual room humidity should affect the supply temperature in cooling mode.";48927;"";u8;10;0;0;0;R/W;
"EME PV Panel Affect Heating";"0=not affecting, 1=affecting";48931;"";u8;1;0;1;0;R/W;
"EME PV Panel Affect Hot Water";"0=not affecting, 1=affecting";48932;"";u8;1;0;1;0;R/W;
"FLM 1 set point, cooling";"Set point, cooling, when using FLM cooling";48968;"°C";s16;10;50;400;210;R/W;
"Outdoor Air Mixing function";"Activates the Outdoor Air Mixing function.";48970;"";u8;1;0;1;0;R/W;
"Smart home room control";"";48976;"";u8;1;0;1;0;R/W;
"Ground water pump speed control ";" ";49289;" ";s8;1;0;1;0;R/W;
"EME20 Activated";"0=not activated, 1=activated";49297;"";u8;1;0;1;0;R/W;
