Title	Register type	Register	Division factor	Unit	Size of variable	Min value	Max value	Default value	
Prot. status (EB105-EP15)	MODBUS_INPUT_REGISTER	1741	1		u16	0	0	0
Defrosting (EB105-EP15)	MODBUS_INPUT_REGISTER	1742	1		u8	0	0	0
Power (EB105-EP15)	MODBUS_INPUT_REGISTER	1743	1	kW	u8	0	0	0
BP4, unprocessed (EB105-EP14)	MODBUS_INPUT_REGISTER	1744	1		s16	0	0	0
Defrosting (EB105)	MODBUS_INPUT_REGISTER	1749	1		u8	0	0	0
Power (EB105-EP15)	MODBUS_INPUT_REGISTER	1750	1	kW	u8	0	0	0
BP4, unprocessed (EB104-EP15)	MODBUS_INPUT_REGISTER	1751	1		s16	0	0	0
Low pressure (EB104-EP15--BP8)	MODBUS_INPUT_REGISTER	1753	10	bar	s16	0	0	0
Prot. status (EB104-EP15)	MODBUS_INPUT_REGISTER	1755	1		u16	0	0	0
Low pressure (EB103-EP15--BP8)	MODBUS_INPUT_REGISTER	1767	10	bar	s16	0	0	0
BP4, unprocessed (EB103-EP14)	MODBUS_INPUT_REGISTER	1772	1		s16	0	0	0
Defrosting (EB103)	MODBUS_INPUT_REGISTER	1777	1		u8	0	0	0
Power (EB103-EP14)	MODBUS_INPUT_REGISTER	1778	1	kW	u8	0	0	0
BP4, unprocessed (EB102-EP15)	MODBUS_INPUT_REGISTER	1779	1		s16	0	0	0
Low pressure (EB102-EP15--BP8)	MODBUS_INPUT_REGISTER	1781	10	bar	s16	0	0	0
Prot. status (EB102-EP15)	MODBUS_INPUT_REGISTER	1783	1		u16	0	0	0
Defrosting (EB102-EP15)	MODBUS_INPUT_REGISTER	1784	1		u8	0	0	0
Power (EB102-EP15)	MODBUS_INPUT_REGISTER	1785	1	kW	u8	0	0	0
BP4, unprocessed (EB102-EP14)	MODBUS_INPUT_REGISTER	1786	1		s16	0	0	0
Defrosting (EB102)	MODBUS_INPUT_REGISTER	1791	1		u8	0	0	0
Power (EB102-EP14)	MODBUS_INPUT_REGISTER	1792	1	kW	u8	0	0	0
BP4, unprocessed (EB101-EP15)	MODBUS_INPUT_REGISTER	1793	1		s16	0	0	0
Low pressure (EB101-EP15-BP8)	MODBUS_INPUT_REGISTER	1795	10	bar	s16	0	0	0
Prot. status (EB101-EP15)	MODBUS_INPUT_REGISTER	1797	1		u16	0	0	0
Defrosting (EB101-EP15)	MODBUS_INPUT_REGISTER	1798	1		u8	0	0	0
Power (EB101-EP15)	MODBUS_INPUT_REGISTER	1799	1	kW	u8	0	0	0
BP4, unprocessed (EB101-EP14)	MODBUS_INPUT_REGISTER	1800	1		s16	0	0	0
Defrosting (EB101)	MODBUS_INPUT_REGISTER	1805	1		u8	0	0	0
Power (EB101-EP14)	MODBUS_INPUT_REGISTER	1806	1	kW	u8	0	0	0
BP4, unprocessed (EB100-EP15)	MODBUS_INPUT_REGISTER	1807	1		s16	0	0	0
Pressure sensor, condenser (EB100-EP15-BP4)	MODBUS_INPUT_REGISTER	1808	10	bar	s16	0	0	0
Low pressure (EB100-EP15-BP8)	MODBUS_INPUT_REGISTER	1809	10	bar	s16	0	0	0
Prot. status (EB100-EP15)	MODBUS_INPUT_REGISTER	1811	1		u16	0	0	0
Defrosting (EB100-EP15)	MODBUS_INPUT_REGISTER	1812	1		u8	0	0	0
Power (EB100-EP15)	MODBUS_INPUT_REGISTER	1813	1	kW	u8	0	0	0
BP4, unprocessed (EB100-EP14)	MODBUS_INPUT_REGISTER	1814	1		s16	0	0	0
Pressure sensor, condenser (EB100-EP14-BP4)	MODBUS_INPUT_REGISTER	1815	10	bar	s16	0	0	0
Low pressure (EB100-EP14-BP8)	MODBUS_INPUT_REGISTER	1816	10	bar	s16	0	0	0
Prot. status (EB100-EP14)	MODBUS_INPUT_REGISTER	1818	1		u16	0	0	0
Defrosting (EB100-EP14)	MODBUS_INPUT_REGISTER	1819	1		u8	0	0	0
Power (EB100-EP14)	MODBUS_INPUT_REGISTER	1820	1	kW	u8	0	0	0
Climate system 4	MODBUS_INPUT_REGISTER	1823	1		u8	0	0	0
Climate system 3	MODBUS_INPUT_REGISTER	1824	1		u8	0	0	0
Climate system 2	MODBUS_INPUT_REGISTER	1825	1		u8	0	0	0
Climate system 1 (HMP)	MODBUS_INPUT_REGISTER	1826	1		u8	0	0	0
HW diverter valve (SCA 40/41/42)	MODBUS_INPUT_REGISTER	1836	1		u8	0	0	0
Alarm number (EB100-EP15)	MODBUS_INPUT_REGISTER	1837	1		u16	0	0	0
Alarm number (EB100-EP14)	MODBUS_INPUT_REGISTER	1838	1		u16	0	0	0
Requested compressor frequency (EB108-EP15)	MODBUS_INPUT_REGISTER	1839	1	Hz	u8	0	0	0
Requested compressor frequency (EB107-EP15)	MODBUS_INPUT_REGISTER	1841	1	Hz	u8	0	0	0
Requested compressor frequency (EB106-EP15)	MODBUS_INPUT_REGISTER	1843	1	Hz	u8	0	0	0
Requested compressor frequency (EB105-EP15)	MODBUS_INPUT_REGISTER	1845	1	Hz	u8	0	0	0
Requested compressor frequency (EB104-EP15)	MODBUS_INPUT_REGISTER	1847	1	Hz	u8	0	0	0
Requested compressor frequency (EB103-EP15)	MODBUS_INPUT_REGISTER	1849	1	Hz	u8	0	0	0
Requested compressor frequency (EB102-EP15)	MODBUS_INPUT_REGISTER	1851	1	Hz	u8	0	0	0
Requested compressor frequency (EB101-EP15)	MODBUS_INPUT_REGISTER	1853	1	Hz	u8	0	0	0
Requested compressor frequency (EP15)	MODBUS_INPUT_REGISTER	1855	1	Hz	u8	0	0	0
Requested compressor frequency	MODBUS_INPUT_REGISTER	1856	1	Hz	u8	0	0	0
Low press. sensor, unprocessed (EB100-EP15)	MODBUS_INPUT_REGISTER	1905	1		s16	0	0	0
Current (EB100-EP15)	MODBUS_INPUT_REGISTER	1906	10	A	s16	0	0	0
Low press. sensor, unprocessed (EB100-EP14)	MODBUS_INPUT_REGISTER	1908	1		s16	0	0	0
Current (EB100-EP14)	MODBUS_INPUT_REGISTER	1909	10	A	s16	0	0	0
Hot water mode (SPA)	MODBUS_INPUT_REGISTER	1915	1		s8	0	0	0
Pool offset (SPA)	MODBUS_INPUT_REGISTER	1916	1		s8	0	0	0
Cooling offset (SPA)	MODBUS_INPUT_REGISTER	1917	1		s8	0	0	0
Operating mode (Smart Price Adaption)	MODBUS_INPUT_REGISTER	1918	1		u8	0	0	0
Evaporator 2 (EB100-EP15-BT16)	MODBUS_INPUT_REGISTER	1969	10	°C	s16	0	0	0
Temperature, inverter (EB100-EP15)	MODBUS_INPUT_REGISTER	1970	10	°C	s16	0	0	0
fan speed (EB100-EP15)	MODBUS_INPUT_REGISTER	1971	1		u8	0	0	0
Evaporator 2 (EB100-EP14-BT16)	MODBUS_INPUT_REGISTER	1972	10	°C	s16	0	0	0
Temperature, inverter (EB100-EP14)	MODBUS_INPUT_REGISTER	1973	10	°C	s16	0	0	0
fan speed (EB100-EP14)	MODBUS_INPUT_REGISTER	1974	1		u8	0	0	0
Alarm number	MODBUS_INPUT_REGISTER	1975	1		s16	0	0	0
Reset alarm	MODBUS_HOLDING_REGISTER	22	1		u8	0	0	0
Non module-specific alarm numbers	MODBUS_INPUT_REGISTER	1976	1		s16	0	0	0
Heating curve climate system 1	MODBUS_HOLDING_REGISTER	26	1		s8	0	15	5
Heating offset climate system 1	MODBUS_HOLDING_REGISTER	30	1		s8	-10	10	-1
Min supply climate system 1	MODBUS_HOLDING_REGISTER	34	10	°C	s16	200	800	200
Max supply climate system 1	MODBUS_HOLDING_REGISTER	38	10	°C	s16	200	800	600
Own curve, heating P7	MODBUS_HOLDING_REGISTER	39	1	°C	s8	5	80	15
Own curve, heating P6	MODBUS_HOLDING_REGISTER	40	1	°C	s8	5	80	15
Own curve, heating P5	MODBUS_HOLDING_REGISTER	41	1	°C	s8	5	80	26
Own curve, heating P4	MODBUS_HOLDING_REGISTER	42	1	°C	s8	5	80	32
Own curve, heating P3	MODBUS_HOLDING_REGISTER	43	1	°C	s8	5	80	35
Own curve, heating P2	MODBUS_HOLDING_REGISTER	44	1	°C	s8	5	80	40
Own curve, heating P1	MODBUS_HOLDING_REGISTER	45	1	°C	s8	5	80	45
Point offset outdoor temperature	MODBUS_HOLDING_REGISTER	46	1	°C	s8	-40	30	0
Point offset	MODBUS_HOLDING_REGISTER	47	1	°C	s8	-10	10	0
External adjustment climate system 1	MODBUS_HOLDING_REGISTER	51	1		s8	-10	10	0
External adjustment with room sensor climate system 1	MODBUS_HOLDING_REGISTER	55	10	°C	s16	50	300	200
Hot water mode	MODBUS_HOLDING_REGISTER	56	1		s8	0	4	1
Start temperature HW high temperature	MODBUS_HOLDING_REGISTER	58	10	°C	s16	50	700	530
Start temperature HW normal temperature	MODBUS_HOLDING_REGISTER	59	10	°C	s16	50	600	500
Start temperature HW low temperature	MODBUS_HOLDING_REGISTER	60	10	°C	s16	50	550	460
Stop temperature HW periodic increase	MODBUS_HOLDING_REGISTER	61	10	°C	s16	550	700	550
Stop temperature HW high temperature	MODBUS_HOLDING_REGISTER	62	10	°C	s16	50	700	570
Stop temperature HW normal temperature	MODBUS_HOLDING_REGISTER	63	10	°C	s16	50	650	540
Stop temperature HW low temperature	MODBUS_HOLDING_REGISTER	64	10	°C	s16	50	600	520
Periodic hot water	MODBUS_HOLDING_REGISTER	65	1		s8	0	1	1
Periodic hot water interval	MODBUS_HOLDING_REGISTER	66	1	days	s8	1	90	7
Start time periodic hot water	MODBUS_HOLDING_REGISTER	67	1		-	-	-	-
Hot water charging offset	MODBUS_HOLDING_REGISTER	76	10	°C	s8	20	20	20
Min. compressor frequency	MODBUS_HOLDING_REGISTER	88	1	Hz	s16	20	20	20
Max. compressor frequency	MODBUS_HOLDING_REGISTER	89	1	Hz	s16	120	120	120
Language	MODBUS_HOLDING_REGISTER	91	1		s8	0	24	0
Period time hot water	MODBUS_HOLDING_REGISTER	92	1	min	u8	0	180	30
Period time heating	MODBUS_HOLDING_REGISTER	93	1	min	u8	0	180	30
Operating mode	MODBUS_HOLDING_REGISTER	2743	1		u8	0	2	0
Operating mode heating medium pump	MODBUS_HOLDING_REGISTER	95	1		u8	10	40	40
Activate forced control	MODBUS_HOLDING_REGISTER	5000	1		u8	0	0	0
Max. internal additional heat	MODBUS_HOLDING_REGISTER	102	100	kW	s16	0	4500	900
Fuse	MODBUS_HOLDING_REGISTER	103	1	A	u16	1	400	16
Phase Order L3	MODBUS_HOLDING_REGISTER	2747	1		u8	1	128	4
Phase Order L2	MODBUS_HOLDING_REGISTER	2746	1		u8	1	128	2
Phase Order L1	MODBUS_HOLDING_REGISTER	2745	1		u8	1	128	1
Ventilation mode	MODBUS_HOLDING_REGISTER	104	1		u8	0	4	0
Exhaust air fan speed 4	MODBUS_HOLDING_REGISTER	105	1	%	u8	0	100	100
Exhaust air fan speed 3	MODBUS_HOLDING_REGISTER	106	1	%	u8	0	100	80
Exhaust air fan speed 2	MODBUS_HOLDING_REGISTER	107	1	%	u8	0	100	30
Exhaust air fan speed 1	MODBUS_HOLDING_REGISTER	108	1	%	u8	0	100	0
Exhaust air fan speed normal	MODBUS_HOLDING_REGISTER	109	1	%	u8	0	100	65
Return time fan 4	MODBUS_HOLDING_REGISTER	115	1	h	u8	1	24	4
Return time fan 3	MODBUS_HOLDING_REGISTER	116	1	h	u8	1	24	4
Return time fan 2	MODBUS_HOLDING_REGISTER	117	1	h	u8	1	24	4
Return time fan 1	MODBUS_HOLDING_REGISTER	118	1	h	u8	1	24	4
Time between filter replacement	MODBUS_HOLDING_REGISTER	119	1		u8	1	24	3
Floor drying	MODBUS_HOLDING_REGISTER	120	1		u8	0	1	0
Floor drying period 7	MODBUS_HOLDING_REGISTER	121	1	days	u8	0	30	2
Floor drying period 6	MODBUS_HOLDING_REGISTER	122	1	days	u8	0	30	2
Floor drying period 5	MODBUS_HOLDING_REGISTER	123	1	days	u8	0	30	2
Floor drying period 4	MODBUS_HOLDING_REGISTER	124	1	days	u8	0	30	3
Floor drying period 3	MODBUS_HOLDING_REGISTER	125	1	days	u8	0	30	2
Floor drying period 2	MODBUS_HOLDING_REGISTER	126	1	days	u8	0	30	2
Floor drying period 1	MODBUS_HOLDING_REGISTER	127	1	days	u8	0	30	2
Floor drying temp. 7	MODBUS_HOLDING_REGISTER	128	1	°C	u8	15	70	20
Floor drying temp. 6	MODBUS_HOLDING_REGISTER	129	1	°C	u8	15	70	30
Floor drying temp. 5	MODBUS_HOLDING_REGISTER	130	1	°C	u8	15	70	40
Floor drying temp. 4	MODBUS_HOLDING_REGISTER	131	1	°C	u8	15	70	45
Floor drying temp. 3	MODBUS_HOLDING_REGISTER	132	1	°C	u8	15	70	40
Floor drying temp. 2	MODBUS_HOLDING_REGISTER	133	1	°C	u8	15	70	30
Floor drying temp. 1	MODBUS_HOLDING_REGISTER	134	1	°C	u8	15	70	20
Floor drying ongoing time.	MODBUS_INPUT_REGISTER	1977	1		u16	0	10000	0
Used air flow defrosting	MODBUS_HOLDING_REGISTER	137	1		u8	1	1	1
Airflow reduction limit	MODBUS_HOLDING_REGISTER	138	1	%	u8	10	10	10
Airflow defrosting completed	MODBUS_HOLDING_REGISTER	139	1	%	u8	0	0	0
Dimensioned outdoor temperature	MODBUS_HOLDING_REGISTER	140	10	°C	s16	-400	200	-180
Delta T for DOT	MODBUS_HOLDING_REGISTER	141	10	°C	s16	10	250	100
Climate system 2	MODBUS_HOLDING_REGISTER	142	1		u8	0	1	0
Climate system 3	MODBUS_HOLDING_REGISTER	143	1		u8	0	1	0
Climate system 4	MODBUS_HOLDING_REGISTER	144	1		u8	0	1	0
Wait time shunt, shunt controlled additional heat	MODBUS_HOLDING_REGISTER	157	1	s	s16	10	300	30
Waiting time cooling/heating	MODBUS_HOLDING_REGISTER	165	1	h	s8	0	48	2
Heating start at under temp.	MODBUS_HOLDING_REGISTER	166	10	°C	s8	5	100	10
Cooling start at over temp.	MODBUS_HOLDING_REGISTER	167	10	°C	s8	5	100	30
Cooling with room sensors	MODBUS_HOLDING_REGISTER	170	10		u8	0	41	0
Start active cooling DM	MODBUS_HOLDING_REGISTER	173	1	DM	s16	10	300	30
Permit additional heat, heating	MODBUS_HOLDING_REGISTER	180	1		u8	0	1	1
Permit heating	MODBUS_HOLDING_REGISTER	181	1		u8	0	1	1
Permit cooling	MODBUS_HOLDING_REGISTER	182	1		u8	0	1	1
Auto mode, stop temperature for heating	MODBUS_HOLDING_REGISTER	184	10	°C	s16	-200	400	170
Auto mode, additional heat stop temperature	MODBUS_HOLDING_REGISTER	185	10	°C	s16	-250	400	100
Auto mode filter time	MODBUS_HOLDING_REGISTER	186	1	h	u8	0	48	24
Max difference supply, compressor	MODBUS_HOLDING_REGISTER	187	10	°C	s16	10	250	100
Max difference supply, additional heat	MODBUS_HOLDING_REGISTER	188	10	°C	s16	10	240	70
Time format	MODBUS_HOLDING_REGISTER	194	1		u8	0	1	1
Alarm action, lower room temperature	MODBUS_HOLDING_REGISTER	196	1		u8	0	1	0
Alarm action lower HW temperature	MODBUS_HOLDING_REGISTER	197	1		u8	0	1	1
Auxiliary operation on alarm	MODBUS_HOLDING_REGISTER	198	1		u8	0	0	0
Use room sensor climate system 4	MODBUS_HOLDING_REGISTER	199	1		u8	0	1	0
Use room sensor climate system 3	MODBUS_HOLDING_REGISTER	200	1		u8	0	1	0
Use room sensor climate system 2	MODBUS_HOLDING_REGISTER	201	1		u8	0	1	0
Use room sensor climate system 1	MODBUS_HOLDING_REGISTER	202	1		u8	0	1	0
Room sensor set point value climate system 4	MODBUS_HOLDING_REGISTER	203	10	°C	s16	50	300	200
Room sensor set point value climate system 3	MODBUS_HOLDING_REGISTER	204	10	°C	s16	50	300	200
Room sensor set point value climate system 2	MODBUS_HOLDING_REGISTER	205	10	°C	s16	50	300	200
Room sensor set point value climate system 1	MODBUS_HOLDING_REGISTER	206	10	°C	s16	50	300	200
Room sensor factor climate system 4	MODBUS_HOLDING_REGISTER	207	10		u8	0	60	20
Room sensor factor climate system 3	MODBUS_HOLDING_REGISTER	208	10		u8	0	60	20
Room sensor factor climate system 2	MODBUS_HOLDING_REGISTER	209	10		u8	0	60	20
Room sensor factor climate system 1	MODBUS_HOLDING_REGISTER	210	10		u8	0	60	20
Input AUX5	MODBUS_HOLDING_REGISTER	211	1		u8	0	69	0
Input AUX4	MODBUS_HOLDING_REGISTER	212	1		u8	0	69	0
Input AUX3	MODBUS_HOLDING_REGISTER	213	1		u8	0	69	0
Input AUX2	MODBUS_HOLDING_REGISTER	214	1		u8	0	69	0
Input AUX1	MODBUS_HOLDING_REGISTER	215	1		u8	0	69	0
Output AUX1	MODBUS_HOLDING_REGISTER	216	1		u8	0	32	0
Speed of circulation pump for hot water	MODBUS_HOLDING_REGISTER	217	1	%	u8	1	100	70
Speed of circulation pump for heating	MODBUS_HOLDING_REGISTER	218	1	%	u8	1	100	70
Speed heating medium pump waiting mode	MODBUS_HOLDING_REGISTER	220	1	%	u8	1	100	30
Preset flow setting for climate system	MODBUS_HOLDING_REGISTER	223	1		u8	0	3	1
More hot water (Number of minutes)	MODBUS_HOLDING_REGISTER	225	1		u16	0	0	0
Night cooling 1	MODBUS_HOLDING_REGISTER	227	1		u8	0	1	0
Start temperature night cooling 1	MODBUS_HOLDING_REGISTER	228	1	°C	u8	20	30	25
Oper. mode	MODBUS_HOLDING_REGISTER	237	1		u8	0	0	0
Cooling heat sensor set point value	MODBUS_HOLDING_REGISTER	681	10		s16	50	400	210
Manual heating medium pump speed	MODBUS_HOLDING_REGISTER	695	1	%	s8	0	1	0
More hot water	MODBUS_HOLDING_REGISTER	697	1		s8	0	0	0
Supp. air curve SAM, outd. temp. (T3)	MODBUS_HOLDING_REGISTER	711	10	°C	s16	-400	200	150
Supp. air curve SAM, outd. temp. (T2)	MODBUS_HOLDING_REGISTER	712	10	°C	s16	-390	190	0
Supp. air curve SAM, outd. temp. (T1)	MODBUS_HOLDING_REGISTER	713	10	°C	s16	-400	200	-150
Supp. air curve SAM, desired supp. air temp. at given outd. temp. (T3)	MODBUS_HOLDING_REGISTER	714	10	°C	s16	160	220	180
Supp. air curve SAM, desired supp. air temp. at given outd. temp. (T2)	MODBUS_HOLDING_REGISTER	715	10	°C	s16	160	220	180
Supp. air curve SAM, desired supp. air temp. at given outd. temp. (T1)	MODBUS_HOLDING_REGISTER	716	10	°C	s16	160	220	180
Cooling connected, climate system 1	MODBUS_HOLDING_REGISTER	726	1		u8	0	1	1
SCA40/41/42	MODBUS_HOLDING_REGISTER	735	1		u8	0	1	0
Max speed, regulator, charge/heating medium pump (EB100)	MODBUS_HOLDING_REGISTER	740	1	%	u8	50	100	100
Shunted brine, accessory	MODBUS_HOLDING_REGISTER	5268	1		u8	0	1	0
Shunted brine max. temp.	MODBUS_HOLDING_REGISTER	5271	1	°C	u8	0	30	20
Additional heat after diverter valve	MODBUS_HOLDING_REGISTER	758	1		u8	0	0	0
Heating (SG Ready)	MODBUS_HOLDING_REGISTER	760	1		u8	0	1	1
Input AUX6	MODBUS_HOLDING_REGISTER	767	1		u8	0	69	0
Speed, circulation pump, standby mode (EB100)	MODBUS_HOLDING_REGISTER	842	1	%	u8	0	0	0
Activated (Smart Price Adaption)	MODBUS_HOLDING_REGISTER	843	1		u8	0	1	0
(SPA), pool influence	MODBUS_HOLDING_REGISTER	848	1		s8	0	10	2
(SPA), cooling activated	MODBUS_HOLDING_REGISTER	849	1		u8	0	1	1
(SPA), cooling influence	MODBUS_HOLDING_REGISTER	850	1		s8	0	10	2
(SPA), area	MODBUS_HOLDING_REGISTER	851	1		u8	0	255	255
Automatic speed heating medium pump, hot water	MODBUS_HOLDING_REGISTER	852	1	%	s8	0	1	1
Automatic speed heating medium pump, heating	MODBUS_HOLDING_REGISTER	853	1	%	s8	0	1	1
External adjustment climate system 8	MODBUS_HOLDING_REGISTER	893	1		s8	-10	10	0
External adjustment climate system 7	MODBUS_HOLDING_REGISTER	894	1		s8	-10	10	0
External adjustment climate system 6	MODBUS_HOLDING_REGISTER	895	1		s8	-10	10	0
External adjustment climate system 5	MODBUS_HOLDING_REGISTER	896	1		s8	-10	10	0
External adjustment with room sensor climate system 8	MODBUS_HOLDING_REGISTER	897	10	°C	s16	50	300	200
External adjustment with room sensor climate system 7	MODBUS_HOLDING_REGISTER	898	10	°C	s16	50	300	200
External adjustment with room sensor climate system 6	MODBUS_HOLDING_REGISTER	899	10	°C	s16	50	300	200
External adjustment with room sensor climate system 5	MODBUS_HOLDING_REGISTER	900	10	°C	s16	50	300	200
Initiate inverter	MODBUS_HOLDING_REGISTER	903	1		u8	0	0	0
Force initiated inverter	MODBUS_HOLDING_REGISTER	904	1		u8	0	0	0
Climate system 5	MODBUS_HOLDING_REGISTER	905	1		u8	0	1	0
Climate system 6	MODBUS_HOLDING_REGISTER	906	1		u8	0	1	0
Climate system 7	MODBUS_HOLDING_REGISTER	907	1		u8	0	1	0
Climate system 8	MODBUS_HOLDING_REGISTER	908	1		u8	0	1	0
Heating connected, climate system 1	MODBUS_HOLDING_REGISTER	932	1		u8	0	1	1
EB103/104-GP12	MODBUS_HOLDING_REGISTER	939	1		u8	0	1	0
EB105/106-GP12	MODBUS_HOLDING_REGISTER	940	1		u8	0	1	0
EB107/108-GP12	MODBUS_HOLDING_REGISTER	941	1		u8	0	1	0
BlockFreq 2 activated	MODBUS_HOLDING_REGISTER	942	1		s8	0	1	0
BlockFreq 1 activated	MODBUS_HOLDING_REGISTER	943	1		s8	0	1	0
Use room sensor climate system 8	MODBUS_HOLDING_REGISTER	948	1		u8	0	1	0
Use room sensor climate system 7	MODBUS_HOLDING_REGISTER	949	1		u8	0	1	0
Use room sensor climate system 6	MODBUS_HOLDING_REGISTER	950	1		u8	0	1	0
Use room sensor climate system 5	MODBUS_HOLDING_REGISTER	951	1		u8	0	1	0
Room sensor set point value climate system 8	MODBUS_HOLDING_REGISTER	952	10	°C	s16	50	300	200
Room sensor set point value climate system 7	MODBUS_HOLDING_REGISTER	953	10	°C	s16	50	300	200
Room sensor set point value climate system 6	MODBUS_HOLDING_REGISTER	954	10	°C	s16	50	300	200
Room sensor set point value climate system 5	MODBUS_HOLDING_REGISTER	955	10	°C	s16	50	300	200
Room sensor factor climate system 8	MODBUS_HOLDING_REGISTER	956	10		u8	0	60	20
Room sensor factor climate system 7	MODBUS_HOLDING_REGISTER	957	10		u8	0	60	20
Room sensor factor climate system 6	MODBUS_HOLDING_REGISTER	958	10		u8	0	60	20
Room sensor factor climate system 5	MODBUS_HOLDING_REGISTER	959	10		u8	0	60	20
Current transformer ratio	MODBUS_HOLDING_REGISTER	980	1		u16	300	3000	300
Set point value (RH)	MODBUS_HOLDING_REGISTER	997	1	%	s8	30	90	60
HTS 1	MODBUS_HOLDING_REGISTER	998	1		u8	0	1	0
Fan speed when mixing outdoor air	MODBUS_HOLDING_REGISTER	1032	1	%	u8	30	100	100
Adjust the ventilation	MODBUS_HOLDING_REGISTER	1033	1		u8	0	0	0
Set the ventilation, UL mixture	MODBUS_HOLDING_REGISTER	1034	1		u8	0	0	0
Flow sensor activated X22	MODBUS_HOLDING_REGISTER	1049	1		u8	0	1	0
Max. internal additional heat SG Ready	MODBUS_HOLDING_REGISTER	1052	100	kW	s16	0	650	650
Real air flow	MODBUS_HOLDING_REGISTER	1053	1	m³/h	s16	50	400	200
PV panel affects heating (EME)	MODBUS_HOLDING_REGISTER	1069	1		u8	0	1	0
PV panel affects hot water (EME)	MODBUS_HOLDING_REGISTER	1070	1		u8	0	1	0
Delay timer EME	MODBUS_HOLDING_REGISTER	1071	1		u16	0	0	0
Fan speed when mixing outdoor air and high temp.	MODBUS_HOLDING_REGISTER	1073	1	%	u8	0	100	35
Outdoor air mixing	MODBUS_HOLDING_REGISTER	1096	1		u8	0	1	0
Outdoor air mixture max. temperature	MODBUS_HOLDING_REGISTER	1097	10	°C	s16	0	400	100
Outdoor air mixture min. temperature	MODBUS_HOLDING_REGISTER	1098	10	°C	s16	-100	100	-50
Reduced ventilation	MODBUS_HOLDING_REGISTER	1099	1		u8	0	1	0
High outdoor temperature	MODBUS_HOLDING_REGISTER	1100	1	°C	s16	20	50	25
OEK	MODBUS_HOLDING_REGISTER	1101	1		u8	0	1	0
Smart Energy Source	MODBUS_HOLDING_REGISTER	1105	1		u8	0	1	0
Control method, smart energy source	MODBUS_HOLDING_REGISTER	1106	1		u8	0	1	0
El. price, special, smart energy source	MODBUS_HOLDING_REGISTER	1107	1		u8	0	2	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1108	1		u16	0	60000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1109	1		u8	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1110	1		u16	0	60000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1111	1		u8	0	3	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1112	1		u16	0	60000	100
El. price, smart energy source	MODBUS_HOLDING_REGISTER	1113	1		u8	0	1	0
El. price, fixed, smart energy source	MODBUS_HOLDING_REGISTER	1114	1		u16	0	60000	100
Prim. factor, smart energy source	MODBUS_HOLDING_REGISTER	1117	10		u8	0	50	25
Prim. factor, shunt add. heat smart energy source	MODBUS_HOLDING_REGISTER	1118	10		u8	0	50	10
Prim. factor, ext. step add. heat smart energy source	MODBUS_HOLDING_REGISTER	1119	10		u8	0	50	10
ext. step add. heat, high tariff price smart energy source	MODBUS_HOLDING_REGISTER	1123	1		u16	1	60000	100
ext. step add. heat, low tariff price smart energy source	MODBUS_HOLDING_REGISTER	1124	1		u16	1	60000	100
Shunt add. heat, high tariff price smart energy source	MODBUS_HOLDING_REGISTER	1125	1		u16	1	60000	100
Shunt add. heat, low tariff price smart energy source	MODBUS_HOLDING_REGISTER	1126	1		u16	1	60000	100
El. price, fixed, high tariff smart energy source	MODBUS_HOLDING_REGISTER	1127	1		u16	1	60000	100
El. price, fixed, low tariff smart energy source	MODBUS_HOLDING_REGISTER	1128	1		u16	1	60000	100
El. price, variable, high tariff smart energy source	MODBUS_HOLDING_REGISTER	1129	1		u16	1	60000	100
El. price, variable, low tariff smart energy source	MODBUS_HOLDING_REGISTER	1130	1		u16	1	60000	100
DM start source, priority 5 smart energy source	MODBUS_HOLDING_REGISTER	1131	1		s16	100	2000	400
DM start source, priority 4 smart energy source	MODBUS_HOLDING_REGISTER	1132	1		s16	100	2000	400
DM start source, priority 3 smart energy source	MODBUS_HOLDING_REGISTER	1133	1		s16	100	2000	400
DM start source, priority 2 smart energy source	MODBUS_HOLDING_REGISTER	1134	1		s16	100	2000	400
DM start source, priority 1 smart energy source	MODBUS_HOLDING_REGISTER	1135	1		s16	-2000	-10	-60
Start day, tariff smart energy source	MODBUS_HOLDING_REGISTER	1136	1		u8	1	31	1
End day, tariff smart energy source	MODBUS_HOLDING_REGISTER	1137	1		u8	1	31	31
Start month, tariff smart energy source	MODBUS_HOLDING_REGISTER	1138	1		u8	1	12	1
End month, tariff smart energy source	MODBUS_HOLDING_REGISTER	1139	1		u8	1	12	12
Start day, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1172	1		u8	1	31	1
End day, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1173	1		u8	1	31	31
Start month, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1174	1		u8	1	12	1
End month, fixed tariff smart energy source	MODBUS_HOLDING_REGISTER	1175	1		u8	1	12	12
Start day tariff, shunt additional heat smart energy source	MODBUS_HOLDING_REGISTER	1244	1		u8	1	31	1
End day tariff, shunt additional heat  smart energy source	MODBUS_HOLDING_REGISTER	1245	1		u8	1	31	31
Start month tariff, shunt additional heat smart energy source	MODBUS_HOLDING_REGISTER	1246	1		u8	1	12	1
