ModbusManager 1.0.9
20200624
Product: VVM310, VVM500
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"Heat Meter - HW Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42437;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42439;"kWh";u32;10;0;0;0;R;
"Heat Meter - Cooling Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42441;"kWh";u32;10;0;0;0;R;
"Heat Meter - Pool Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42443;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42445;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42447;"kWh";u32;10;0;0;0;R;
"External ERS 4 fire place guard";"";42464;"";u8;1;0;0;0;R;
"External ERS 3 fire place guard";"";42465;"";u8;1;0;0;0;R;
"External ERS 2 fire place guard";"";42466;"";u8;1;0;0;0;R;
"External ERS 1 fire place guard";"";42467;"";u8;1;0;0;0;R;
"EB101 External Energy Meter 2 Accumulated Energy";"";42496;"kWh";u32;1;0;0;0;R;
"EB101 External Energy Meter 1 Accumulated Energy";"";42498;"kWh";u32;1;0;0;0;R;
"External Energy Meter Accumulated System";"";42504;"kWh";u32;1;0;0;0;R;
"Software version";"";43001;"";u16;1;0;0;0;R;
"Degree Minutes (16 bit)";"Degree minutes, 16bit value (-32768 < x < 32767). Values outside valid values are rounded to the closest valid value.";43005;"";s16;10;-30000;30000;0;R/W;
"Calc. Supply S4";"Calculated supply temperature for the climate system";43006;"°C";s16;10;0;0;0;R;
"Calc. Supply S3";"Calculated supply temperature for the climate system";43007;"°C";s16;10;0;0;0;R;
"Calc. Supply S2";"Calculated supply temperature for the climate system";43008;"°C";s16;10;0;0;0;R;
"Calc. Supply S1";"Calculated supply temperature for the climate system";43009;"°C";s16;10;0;0;0;R;
"Freeze Protection Status";"1 = Freeze protection active";43013;"";u8;1;0;0;0;R;
"Status Cooling";" 0=Off 1=On";43024;"";u8;1;0;0;0;R;
"Heat Medium Flow dT Actual";"Current value of the delta T for the heat medium flow";43065;"";s16;10;0;0;0;R;
"Tot. op.time add.";"Total electric additive operation time";43081;"h";s32;10;0;1000000;0;R;
"Int. el.add. Power";"Current power from the internal electrical addition";43084;"kW";s16;100;0;0;0;R;
"Prio";"Indicates what heating action (HW/heat/pool) currently prioritised 10=Off 20=Hot Water 30=Heat 40=Pool 41=Pool 2 50=Transfer 60=Cooling";43086;"";u8;1;0;0;0;R;
"Int. el.add. State";"Number of steps active for internal step-controlled addition";43091;"";u8;1;0;0;0;R;
"Mixing Valve State S4";"State of the mixing valve for the climate system";43093;"";u8;1;0;0;0;R;
"Mixing Valve State S3";"State of the mixing valve for the climate system";43094;"";u8;1;0;0;0;R;
"Mixing Valve State S2";"State of the mixing valve for the climate system";43095;"";u8;1;0;0;0;R;
"Mixing Valve State S1";"State of the mixing valve for the climate system";43096;"";u8;1;0;0;0;R;
"External adjustment activated via input S4";"";43158;"";u8;1;0;0;0;R;
"External adjustment activated via input S3";"";43159;"";u8;1;0;0;0;R;
"External adjustment activated via input S2";"";43160;"";u8;1;0;0;0;R;
"External adjustment activated via input S1";"";43161;"";u8;1;0;0;0;R;
"Blocking status of the step controlled add heat acc";"0 = Unblocked, 1 = Blocked";43171;"";u8;1;0;0;0;R;
"HWC Pump Status GP11";"Hot water circulation pump status. 1=on, 0=off";43180;"";u8;1;0;0;0;R;
"Heat Meter (OBSOLETE)";"Obsolete since v4798 of the controller software";43230;"kWh";u32;10;0;9999999;0;R;
"Tot. HW op.time add.";"Total electric additive operation time in hot water mode";43239;"h";s32;10;0;9999999;0;R;
"Supply Pump Speed EP14";"Supply pump speed in %";43437;"%";u8;1;0;0;0;R;
"Docked Heat Compressors";"Number of compressors docked to heating";43473;"";u8;1;0;0;0;R;
"Docked Hot Water Compressors";"Number of compressors docked to hot water";43474;"";u8;1;0;0;0;R;
"Docked Pool 1 Compressors";"Number of compressors docked to pool 1";43475;"";u8;1;0;0;0;R;
"Steps ext. add.";"Number of steps active external addition";43490;"";u8;1;0;0;0;R;
"EB100-EP14 PCA Base Relays";"Indicates active relays on the PCA Base card. Please refer to the wiring diagram for relay description. Binary encoded. 1=on, 0=off. Bit0=K4,Bit1=K3,Bit2=K2,Bit3=K1";43514;"";u8;1;0;0;0;R;
"PCA-Power Relays EP14";"Indicates the active relays on the PCA-Power card. The information is binary encoded";43516;"";u8;1;0;0;0;R;
"Ext. Addition Blocked";"";43536;"";u8;1;0;0;0;R;
"Pool 1 blocked";"";43561;"";u8;1;0;0;0;R;
"GP9 Pool 1 Valve";"";43564;"";u8;1;0;0;0;R;
"EB101 Version";"";44014;"";u16;1;0;0;0;R;
"EB101 Slave Type";"";44032;"";u8;1;0;0;0;R;
"EB101 Compressor EP14 Size";"";44033;"kW";u8;1;0;0;0;R;
"EB101-EP14-BT3 Return Temp.";"Return temperature, BT3";44055;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT12 Condensor Out";"Condensor temperature, BT12";44058;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT14 Hot Gas Temp";"Hot gas temperature, BT14";44059;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT15 Liquid Line";"Liquid line temperature, BT15";44060;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT17 Suction";"Suction temperature, BT17";44061;"°C";s16;10;0;0;0;R;
"EB101-EP14 Compr. time to start";"";44065;"";u8;1;0;0;0;R;
"EB101-EP14 Compressor starts";"";44069;"";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. op.time compr";"";44071;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Tot. HW op.time compr";"";44073;"h";u32;1;0;9999999;0;R;
"EB101-EP14 Alarm number";"The value indicates the most severe current alarm";44075;"";u16;1;0;0;0;R;
"Ext. Cooling Blocked";"";44256;"";u8;1;0;0;0;R;
"Cool Degree Minutes";"";44266;"";s16;10;-30000;30000;0;R/W;
"Calc. Cooling Supply S4";"Calculated supply temperature in cooling mode for the climate system";44267;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S3";"Calculated supply temperature in cooling mode for the climate system";44268;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S2";"Calculated supply temperature in cooling mode for the climate system";44269;"°C";s16;10;0;0;0;R;
"Calc. Cooling Supply S1";"Calculated supply temperature in cooling mode for the climate system";44270;"°C";s16;10;0;0;0;R;
"Heat Meter - HW Cpr and Add EP14";"Accumulated energy production as calculated by the heat meter";44298;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr and Add EP14";"Accumulated energy production as calculated by the heat meter";44300;"kWh";u32;10;0;0;0;R;
"Heat Meter - Cooling Cpr EP14";"Accumulated energy production as calculated by the heat meter";44302;"kWh";u32;10;0;0;0;R;
"Heat Meter - Pool Cpr EP14";"Accumulated energy production as calculated by the heat meter";44304;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr EP14";"Accumulated energy production as calculated by the heat meter";44306;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr EP14";"Accumulated energy production as calculated by the heat meter";44308;"kWh";u32;10;0;0;0;R;
"Speed ext cooling pump GP12";"";44322;"%";u8;1;0;0;0;R;
"Software release";"";44331;"";u8;1;0;0;0;R;
"EB101-EP14-BT28 Outdoor Temp";"Current outdoor temperature, BT28";44362;"°C";s16;10;0;0;0;R;
"EB101-EP14-BT16 Evaporator";"Evaporator temperature, BT16";44363;"°C";s16;10;0;0;0;R;
"Ext. Addition Pump";"On/Off";44379;"";u8;1;0;0;0;R;
"EB101 Speed charge pump";"";44396;"%";u8;1;0;0;0;R;
"EB101-EP14 Compressor State";"On/Off";44457;"";u8;1;0;0;0;R;
"State of the extra additional heat in series";"0 = Off, 1 = On";44483;"";u8;1;0;0;0;R;
"Docked Cool Compressors";"Number of compressors docked to cooling";44487;"";u8;1;0;0;0;R;
"EB101-EP14 High Pressure Sensor Outdoor Unit";"";44699;"bar";s16;10;0;0;0;R;
"EB101-EP14 Low Pressure Sensor Outdoor Unit";"";44700;"bar";s16;10;0;0;0;R;
"EB101-EP14 Actual Cpr Frequency Outdoor Unit";"";44701;"Hz";s16;10;0;0;0;R;
"EB101-EP14 Protection Status Register Outdoor Unit";"";44702;"";u16;1;0;0;0;R;
"EB101-EP14 Defrosting Outdoor Unit";"0=No, 1=Active, 2 = Passive";44703;"";u8;1;0;0;0;R;
"EB101-EP14 Calculated Power Outdoor Unit";"";44706;"kW";u8;1;0;0;0;R;
"HW valve QN35";"";44742;"";u8;1;0;0;0;R;
"Internal charge pump";"";44743;"";u8;1;0;0;0;R;
"Extra heating system pump S4";"";44744;"";u8;1;0;0;0;R;
"Extra heating system pump S3";"";44745;"";u8;1;0;0;0;R;
"Extra heating system pump S2";"";44746;"";u8;1;0;0;0;R;
"Pool 1 Pump Status";"1=on,0=off";44749;"";u8;1;0;0;0;R;
"EB101-EP14 calc. ou compressor freq";"Calculated compressor frequency";44775;"Hz";u8;1;0;0;0;R;
"EB101-EP14 Current Sensor";"";44866;"";s16;10;0;0;0;R;
"EB101-EP14 Hz Down Mode Outdoor Unit";"0=No, 1=Yes";44867;"";u8;1;0;0;0;R;
"State SG Ready";"";44874;"";u8;1;0;0;0;R;
"SG Ready input A";"";44878;"";u8;1;0;0;0;R;
"SG Ready input B";"";44879;"";u8;1;0;0;0;R;
"Smart Price Adaption Heating Offset";"";44896;"";s8;10;0;0;0;R;
"Smart Price Adaption HW Comfort Mode";"0=Eco,1=Normal,2=Luxury,10=Normal+,20=Mini";44897;"";s8;1;0;0;0;R;
"Smart Price Adaption Pool Offset";"";44898;"";s8;1;0;0;0;R;
"Smart Price Adaption Cool Offset";"";44899;"";s8;1;0;0;0;R;
"State smart price adaption";"";44908;"";u8;1;0;0;0;R;
"EB101-EP14-BT16 Evaporator 2";"Evaporator 2 temperature, BT16";44977;"°C";s16;10;0;0;0;R;
"EB101-EP14 Inverter Temperature";"Inverter temperature";44978;"°C";s16;10;0;0;0;R;
"EB101-EP14-Fan Speed Step";"";44979;"";u8;1;0;0;0;R;
"Alarm";"Indicates the alarm number of the most severe current alarm";45001;"";s16;1;0;0;0;R;
"Floor drying timer";"";47291;"hrs";u16;1;0;10000;0;R;
"Step controlled add. max. step";"Maximum number of steps allowed in step controlled add.";47325;"";u8;1;0;7;3;R;
"State ext. add.";"Only relevant if not in step mode";47633;"";u8;1;0;0;0;R;
"Solar Pool Heating Active";"1=Yes, 0=No";48083;"";u8;1;0;0;0;R;
"Silent Mode Status";"1 = active, 0 = inactive";48206;"";u8;1;0;0;0;R;
"EB101 Installed";"";49239;"";u8;1;0;1;0;R;
"+Adjust Parallell factor";"";40879;"1";s8;1;1;10;5;R/W;
"+Adjust Max change";"Largest allowed change";40880;"";s8;1;0;0;0;R/W;
"+Adjust Affect system8";"System affected by paralell change";40881;"";u8;1;0;1;0;R/W;
"+Adjust Affect system7";"System affected by paralell change";40882;"";u8;1;0;1;0;R/W;
"+Adjust Affect system6";"System affected by paralell change";40883;"";u8;1;0;1;0;R/W;
"+Adjust Affect system5";"System affected by paralell change";40884;"";u8;1;0;1;0;R/W;
"+Adjust Affect system4";"System affected by paralell change";40885;"";u8;1;0;1;0;R/W;
"+Adjust Affect system3";"System affected by paralell change";40886;"";u8;1;0;1;0;R/W;
"+Adjust Affect system2";"System affected by paralell change";40887;"";u8;1;0;1;0;R/W;
"+Adjust Affect system1";"System affected by paralell change";40888;"";u8;1;0;1;0;R/W;
"Cooling pump manual speed";"Cooling pump speed if manual";44323;"%";s8;1;1;100;70;R/W;
"Alarm Reset";"Reset alarm by setting value 1";45171;"";u8;1;0;0;0;R/W;
"Heat Curve S4";"Heat curve, see manual for more information";47004;"";s8;1;0;15;9;R/W;
"Heat Curve S3";"Heat curve, see manual for more information";47005;"";s8;1;0;15;9;R/W;
"Heat Curve S2";"Heat curve, see manual for more information";47006;"";s8;1;0;15;9;R/W;
"Heat Curve S1";"Heat curve, see manual for more information";47007;"";s8;1;0;15;9;R/W;
"Heat Offset S4";"Offset of the heat curve, see manual for more information";47008;"";s8;1;-10;10;0;R/W;
"Heat Offset S3";"Offset of the heat curve, see manual for more information";47009;"";s8;1;-10;10;0;R/W;
"Heat Offset S2";"Offset of the heat curve, see manual for more information";47010;"";s8;1;-10;10;0;R/W;
"Heat Offset S1";"Offset of the heat curve, see manual for more information";47011;"";s8;1;-10;10;0;R/W;
"Min Supply System 4";"";47012;"°C";s16;10;50;700;200;R/W;
"Min Supply System 3";"";47013;"°C";s16;10;50;700;200;R/W;
"Min Supply System 2";"";47014;"°C";s16;10;50;700;200;R/W;
"Min Supply System 1";"";47015;"°C";s16;10;50;700;200;R/W;
"Max Supply System 4";"";47016;"°C";s16;10;50;800;600;R/W;
"Max Supply System 3";"";47017;"°C";s16;10;50;800;600;R/W;
"Max Supply System 2";"";47018;"°C";s16;10;50;800;600;R/W;
"Max Supply System 1";"";47019;"°C";s16;10;50;800;600;R/W;
"Own Heating Curve P7";"User defined heating curve point";47020;"°C";s8;1;5;80;15;R/W;
"Own Heating Curve P6";"User defined heating curve point";47021;"°C";s8;1;5;80;15;R/W;
"Own Heating Curve P5";"User defined heating curve point";47022;"°C";s8;1;5;80;26;R/W;
"Own Heating Curve P4";"User defined heating curve point";47023;"°C";s8;1;5;80;32;R/W;
"Own Heating Curve P3";"User defined heating curve point";47024;"°C";s8;1;5;80;35;R/W;
"Own Heating Curve P2";"User defined heating curve point";47025;"°C";s8;1;5;80;40;R/W;
"Own Heating Curve P1";"User defined heating curve point";47026;"°C";s8;1;5;80;45;R/W;
"Point offset outdoor temp.";"Outdoor temperature point where the heat curve is offset";47027;"°C";s8;1;-40;30;0;R/W;
"Point offset";"Amount of offset at the point offset temperature";47028;"°C";s8;1;-10;10;0;R/W;
"External adjustment S4";"Change of the offset of the heat curve when closing the external adjustment input";47029;"";s8;1;-10;10;0;R/W;
"External adjustment S3";"Change of the offset of the heat curve when closing the external adjustment input";47030;"";s8;1;-10;10;0;R/W;
"External adjustment S2";"Change of the offset of the heat curve when closing the external adjustment input";47031;"";s8;1;-10;10;0;R/W;
"External adjustment S1";"Change of the offset of the heat curve when closing the external adjustment input";47032;"";s8;1;-10;10;0;R/W;
"External adjustment with room sensor S4";"Room temperature setting when closing the external adjustment input";47033;"°C";s16;10;50;300;200;R/W;
"External adjustment with room sensor S3";"Room temperature setting when closing the external adjustment input";47034;"°C";s16;10;50;300;200;R/W;
"External adjustment with room sensor S2";"Room temperature setting when closing the external adjustment input";47035;"°C";s16;10;50;300;200;R/W;
"External adjustment with room sensor S1";"Room temperature setting when closing the external adjustment input";47036;"°C";s16;10;50;300;200;R/W;
"Hot water comfort mode";"Setting in menu 2.2. 0=Economy,1=Normal,2=Luxury,4=Smart Control 0=Economy 1=Normal 2=Luxury";47041;"";s8;1;0;4;1;R/W;
"Start temperature HW Luxury";"Start temperature for heating water";47043;"°C";s16;10;50;700;520;R/W;
"Start temperature HW Normal";"Start temperature for heating water";47044;"°C";s16;10;50;700;490;R/W;
"Start temperature HW Economy";"Start temperature for heating water";47045;"°C";s16;10;50;700;450;R/W;
"Stop temperature Periodic HW";"Temperature where hot water generation will stop";47046;"°C";s16;10;550;700;550;R/W;
"Stop temperature HW Luxury";"Temperature where hot water generation will stop";47047;"°C";s16;10;50;700;580;R/W;
"Stop temperature HW Normal";"Temperature where hot water generation will stop";47048;"°C";s16;10;50;700;550;R/W;
"Stop temperature HW Economy";"Temperature where hot water generation will stop";47049;"°C";s16;10;50;700;510;R/W;
"Run time HWC";"Run time for the hot water circulation system";47054;"min";s8;1;1;60;60;R/W;
"Still time HWC";"Still time for the hot water circulation system";47055;"min";s8;1;0;60;0;R/W;
"Language";"Display language in the heat pump 0=English 1=Svenska 2=Deutsch 3=Francais 4=Espanol 5=Suomi 6=Lietuviu 7=Cesky 8=Polski 9=Nederlands 10=Norsk 11=Dansk 12=Eesti 13=Latviesu 16=Magyar";47131;"";s8;1;0;21;0;R/W;
"Period HW";"";47134;"min";u8;1;0;180;60;R/W;
"Period Heat";"";47135;"min";u8;1;0;180;0;R/W;
"Period Pool";"";47136;"min";u8;1;0;180;0;R/W;
"Operational mode";"The operational mode of the heat pump 0=Auto 1=Manual 2=Add. heat only";47137;"";u8;1;0;2;0;R/W;
"Operational mode heat medium pump";" 10=Intermittent 20=Continous 30=Economy 40=Auto";47138;"";u8;1;10;40;40;R/W;
"DM start heating";"The value the degree minutes needed to be reached for the pump to start heating";47206;"";s16;1;-1000;-30;-60;R/W;
"DM between add. steps";"The number of degree minutes between start of each electric addition step";47209;"";s16;1;0;0;0;R/W;
"Max int add. power";"";47212;"kW";s16;100;0;4500;600;R/W;
"Fuse";"Size of the fuse that the HP is connected to";47214;"A";u16;1;1;400;16;R/W;
"Fan return time 4";"Time from a changed fan speed until it returns to normal speed";47271;"h";u8;1;1;99;4;R/W;
"Fan return time 3";"Time from a changed fan speed until it returns to normal speed";47272;"h";u8;1;1;99;4;R/W;
"Fan return time 2";"Time from a changed fan speed until it returns to normal speed";47273;"h";u8;1;1;99;4;R/W;
"Fan return time 1";"Time from a changed fan speed until it returns to normal speed";47274;"h";u8;1;1;99;4;R/W;
"Filter Reminder period";"Time between the reminder of filter replacement/cleaning.";47275;"Months";u8;1;1;24;3;R/W;
"Floor drying";" 0=Off 1=On";47276;"";u8;1;0;1;0;R/W;
"Floor drying period 7";"Days each period is active";47277;"days";u8;1;0;30;2;R/W;
"Floor drying period 6";"Days each period is active";47278;"days";u8;1;0;30;2;R/W;
"Floor drying period 5";"Days each period is active";47279;"days";u8;1;0;30;2;R/W;
"Floor drying period 4";"Days each period is active";47280;"days";u8;1;0;30;3;R/W;
"Floor drying period 3";"Days each period is active";47281;"days";u8;1;0;30;2;R/W;
"Floor drying period 2";"Days each period is active";47282;"days";u8;1;0;30;2;R/W;
"Floor drying period 1";"Days each period is active";47283;"days";u8;1;0;30;2;R/W;
"Floor drying temp. 7";"Supply temperature each period";47284;"°C";u8;1;15;70;20;R/W;
"Floor drying temp. 6";"Supply temperature each period";47285;"°C";u8;1;15;70;30;R/W;
"Floor drying temp. 5";"Supply temperature each period";47286;"°C";u8;1;15;70;40;R/W;
"Floor drying temp. 4";"Supply temperature each period";47287;"°C";u8;1;15;70;45;R/W;
"Floor drying temp. 3";"Supply temperature each period";47288;"°C";u8;1;15;70;40;R/W;
"Floor drying temp. 2";"Supply temperature each period";47289;"°C";u8;1;15;70;30;R/W;
"Floor drying temp. 1";"Supply temperature each period";47290;"°C";u8;1;15;70;20;R/W;
"DOT";"Dimensioning outdoor temperature";47300;"°C";s16;10;-400;200;-180;R/W;
"delta T at DOT";"Delta T (BT12-BT3)at dimensioning outdoor temperature";47301;"°C";s16;10;10;250;100;R/W;
"Climate system 2 accessory";"Activates the climate system 2 accessory 0=Off 1=On";47302;"";u8;1;0;1;0;R/W;
"Climate system 3 accessory";"Activates the climate system 3 accessory 0=Off 1=On";47303;"";u8;1;0;1;0;R/W;
"Climate system 4 accessory";"Activates the climate system 4 accessory 0=Off 1=On";47304;"";u8;1;0;1;0;R/W;
"Climate system 4 mixing valve amp.";"Mixing valve amplification for extra climate systems";47305;"";s8;10;1;100;10;R/W;
"Climate system 3 mixing valve amp.";"Mixing valve amplification for extra climate systems";47306;"";s8;10;1;100;10;R/W;
"Climate system 2 mixing valve amp.";"Mixing valve amplification for extra climate systems";47307;"";s8;10;1;100;10;R/W;
"Climate system 4 shunt wait";"Wait time between changes of the shunt in extra climate systems";47308;"secs";s16;10;10;300;30;R/W;
"Climate system 3 shunt wait";"Wait time between changes of the shunt in extra climate systems";47309;"secs";s16;10;10;300;30;R/W;
"Climate system 2 shunt wait";"Wait time between changes of the shunt in extra climate systems";47310;"secs";s16;10;10;300;30;R/W;
"Shunt controlled add. accessory";"Activates the shunt controlled addition accessory. 1=on,0=off 0=Off 1=On";47317;"";u8;1;0;1;0;R/W;
"Shunt controlled add. min. temp.";"";47318;"°C";s8;1;5;90;55;R/W;
"Shunt controlled add. min. runtime";"";47319;"hrs";u8;1;0;48;12;R/W;
"Shunt controlled add. mixing valve amp.";"Mixing valve amplification for shunt controlled add.";47320;"";s8;10;1;100;10;R/W;
"Shunt controlled add. mixing valve wait";"Wait time between changes of the shunt in shunt controlled add.";47321;"secs";s16;1;10;300;30;R/W;
"Step controlled add. diff. DM";"Difference in DM of each step in the step controlled add.";47324;"";s16;1;0;1000;100;R/W;
"Step controlled add. mode";"Binary or linear stepping method. 0=Linear 1=Binary";47326;"";u8;1;0;1;0;R/W;
"Time betw. switch heat/cool";"Time between switching from heating to cooling or vice versa.";47335;"h";s8;1;0;48;2;R/W;
"Heat at room under temp.";"This value indicates how many degrees under set room temp heating will be allowed";47336;"°C";s8;10;5;100;10;R/W;
"Cool at room over temp.";"This value indicates how many degrees over set room temp cooling will be allowed";47337;"°C";s8;10;5;100;30;R/W;
"Cooling mix. valve step delay";"";47339;"s";s16;1;10;300;30;R/W;
"Cooling with room sensor";"Enables use of room sensor together with cooling 0=Off 1=On";47340;"";u8;10;0;18;0;R/W;
"Start Active Cooling DM";"Value the degree minutes have to reach to start active cooling";47343;"";s16;1;10;300;90;R/W;
"SMS40 accessory";"Activates the SMS40 accessory";47352;"";u8;1;0;1;0;R/W;
"RMU System 1";"Activates the RMU accessory for system 1";47365;"";u8;1;0;1;0;R/W;
"RMU System 2";"Activates the RMU accessory for system 2";47366;"";u8;1;0;1;0;R/W;
"RMU System 3";"Activates the RMU accessory for system 3";47367;"";u8;1;0;1;0;R/W;
"RMU System 4";"Activates the RMU accessory for system 4";47368;"";u8;1;0;1;0;R/W;
"Allow Additive Heating";"Whether to allow additive heating (only valid for operational mode Manual)";47370;"";u8;1;0;1;1;R/W;
"Allow Heating";"Whether to allow heating (only valid for operational mode Manual or Add. heat only)";47371;"";u8;1;0;1;1;R/W;
"Allow Cooling";"Whether to allow cooling (only valid for operational mode Manual or Add. heat only)";47372;"";u8;1;0;1;1;R/W;
"Start Temperature Cooling";"Start temperature for cooling, as set in menu 4.9.2 0=Off 1=On";47374;"°C";s16;10;-200;400;250;R/W;
"Stop Temperature Heating";"Stop temperature for heating, as set in menu 4.9.2";47375;"°C";s16;10;-200;400;170;R/W;
"Stop Temperature Additive";"Stop temperature for additive, as set in menu 4.9.2";47376;"°C";s16;10;-250;400;150;R/W;
"Outdoor Filter Time";" 12=12 Hours 24=24 Hours";47377;"h";u8;1;0;48;24;R/W;
"Max diff. comp.";"";47378;"°C";s16;10;10;250;100;R/W;
"Max diff. add.";"";47379;"°C";s16;10;10;240;70;R/W;
"Date format";" 1=DD-MM-YY 2=YY-MM-DD";47384;"";u8;1;1;2;1;R/W;
"Time format";" 12=12 hours 24=24 Hours";47385;"";u8;1;12;24;24;R/W;
"HW production";"Activates hot water production where applicable 0=Off 1=On";47387;"";u8;1;0;1;0;R/W;
"Alarm lower room temp.";"Lowers the room temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47388;"";u8;1;0;1;0;R/W;
"Alarm lower HW temp.";"Lowers the hot water temperature during red light alarms to notify the occupants of the building that something is the matter 0=Off 1=On";47389;"";u8;1;0;1;1;R/W;
"Use room sensor S4";"When activated the system uses the room sensor 0=Off 1=On";47391;"";u8;1;0;1;0;R/W;
"Use room sensor S3";"When activated the system uses the room sensor 0=Off 1=On";47392;"";u8;1;0;1;0;R/W;
"Use room sensor S2";"When activated the system uses the room sensor 0=Off 1=On";47393;"";u8;1;0;1;0;R/W;
"Use room sensor S1";"When activated the system uses the room sensor 0=Off 1=On";47394;"";u8;1;0;1;0;R/W;
"Room sensor setpoint S4";"Sets the room temperature setpoint for the system";47395;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S3";"Sets the room temperature setpoint for the system";47396;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S2";"Sets the room temperature setpoint for the system";47397;"°C";s16;10;50;300;200;R/W;
"Room sensor setpoint S1";"Sets the room temperature setpoint for the system";47398;"°C";s16;10;50;300;200;R/W;
"Room sensor factor S4";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47399;"";u8;10;0;60;10;R/W;
"Room sensor factor S3";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47400;"";u8;10;0;60;10;R/W;
"Room sensor factor S2";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47401;"";u8;10;0;60;10;R/W;
"Room sensor factor S1";"Setting of how much the difference between set and actual room temperature should affect the supply temperature.";47402;"";u8;10;0;60;10;R/W;
"preset flow clim. sys.";"Preset flow setting for climate system. 0 = manual setting, 1 = radiator, 2 = floor heating, 3 = radiator + floor heating.";47442;"";u8;1;0;3;1;R/W;
"Heat Curve S8";"Heat curve, see manual for more information";47525;"";s8;1;0;15;9;R/W;
"Night cooling";"If the fan should have a higher speed when there is a high room temp and a low outdoor temp. 0=Off 1=On";47537;"";u8;1;0;1;0;R/W;
"Start room temp. night cooling";"";47538;"°C";u8;1;20;30;25;R/W;
"Night Cooling Min. diff.";"Minimum difference between room temp and outdoor temp to start night cooling";47539;"°C";u8;1;3;10;6;R/W;
"Heat Curve S7";"Heat curve, see manual for more information";47567;"";s8;1;0;15;9;R/W;
"External add step controlled";"Puts the external addition i step mode";47631;"";u8;1;0;1;0;R/W;
"External add. min. runtime";"Min. runtime, only relevant if not step mode";47632;"hrs";u8;1;0;48;12;R/W;
"Holiday - Activated";"0=inactive, 10=active";48043;"";u8;1;0;10;0;R/W;
"DM diff start add.";"The value below the last compressor step the degree minutes needed to be reached for the pump to start electric addition";48072;"";s16;1;0;0;0;R/W;
"Cool/Heat Sensor Set Point";"Set point for change between cooling and heating when using the cool/heat sensor";48074;"";s16;10;50;400;210;R/W;
"Heat medium pump manual speed";"Heat medium pump speed if manual";48085;"%";s8;1;1;100;70;R/W;
"Pool 1 accessory";"Activates the pool 1 accessory";48088;"";u8;1;0;1;0;R/W;
"Pool 1 start temp.";"The Temperature below which the pool heating should start";48090;"°C";s16;10;50;800;220;R/W;
"Pool 1 stop temp.";"The Temperature at which the pool heating will stop";48092;"°C";s16;10;50;800;240;R/W;
"Pool 1 Activated";"Activates pool heating";48094;"";u8;1;0;1;1;R/W;
"External add. accessory";"Activates the external addition accessory";48099;"";u8;1;0;1;0;R/W;
"Charge pump manual speed";"Charge pump speed if manual";48107;"%";s8;1;1;100;70;R/W;
"Manual heat medium pump speed";"Manual heat medium pump speed?";48130;"%";s8;1;0;1;0;R/W;
"Manual charge pump speed";"Manual charge pump speed?";48131;"%";s8;1;0;1;0;R/W;
"Temporary Lux";"0=Off, 1=3h, 2=6h, 3=12h, 4=One time increase";48132;"";s8;1;0;0;0;R/W;
"External cooling accessory";"Activates the external cooling accessory";48156;"";u8;1;0;1;0;R/W;
"Min cooling supply temp S4";"Minimum allowed supply temperature during cooling";48174;"°C";s8;1;-5;30;18;R/W;
"Min cooling supply temp S3";"Minimum allowed supply temperature during cooling";48175;"°C";s8;1;-5;30;18;R/W;
"Min cooling supply temp S2";"Minimum allowed supply temperature during cooling";48176;"°C";s8;1;-5;30;18;R/W;
"Min cooling supply temp S1";"Minimum allowed supply temperature during cooling";48177;"°C";s8;1;-5;30;18;R/W;
"Own Cooling Curve P3";"User defined cooling curve point";48181;"°C";s8;1;-5;40;20;R/W;
"Own Cooling Curve P5";"User defined cooling curve point";48185;"°C";s8;1;-5;40;20;R/W;
