ModbusManager 1.0.9
20200624
Product: F1145, F1245
Database: 8310
Title;Info;ID;Unit;Size;Factor;Min;Max;Default;Mode
"AA23-BE5 Voltage1 10";"";41980;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 9";"";41981;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 8";"";41982;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 7";"";41983;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 6";"";41984;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 5";"";41985;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 4";"";41986;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 3";"";41987;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 2";"";41988;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage1 1";"";41989;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 10";"";41990;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 9";"";41991;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 8";"";41992;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 7";"";41993;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 6";"";41994;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 5";"";41995;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 4";"";41996;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 3";"";41997;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 2";"";41998;"V";u16;10;0;0;0;R;
"AA23-BE5 Voltage2 1";"";41999;"V";u16;10;0;0;0;R;
"AA23-BE5 Temperature 10";"";42000;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 9";"";42001;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 8";"";42002;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 7";"";42003;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 6";"";42004;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 5";"";42005;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 4";"";42006;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 3";"";42007;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 2";"";42008;"°C";u16;10;0;0;0;R;
"AA23-BE5 Temperature 1";"";42009;"°C";u16;10;0;0;0;R;
"AA23-BE5 Energy 10";"";42010;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 9";"";42012;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 8";"";42014;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 7";"";42016;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 6";"";42018;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 5";"";42020;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 4";"";42022;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 3";"";42024;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 2";"";42026;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Energy 1";"";42028;"kWh";u32;10;0;0;0;R;
"AA23-BE5 EME20 Version";"";42030;"";u16;1;0;0;0;R;
"PV Panel Heat Offset";"";42033;"°C";u8;10;0;0;0;R;
"PV Panel Pool Offset";"";42034;"°C";u8;10;0;0;0;R;
"AA23-BE5 EME20 Total Power";"";42035;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Average Power";"";42037;"W";u32;1;0;0;0;R;
"AA23-BE5 EME20 Total Energy";"";42075;"kWh";u32;10;0;0;0;R;
"AA23-BE5 Alarm 504";"";42080;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 505";"";42081;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 506";"";42082;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 507";"";42083;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 508";"";42084;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 509";"";42085;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 510";"";42086;"";u8;1;0;0;0;R;
"AA23-BE5 Alarm 511";"";42087;"";u8;1;0;0;0;R;
"BT1 Average, 24h";"EB100-BT1 Outdoor temperature average, 24h";42100;"°C";s16;10;0;0;0;R;
"Used heating power average, 24h";"Used heating power average, 24h";42101;"°C";s16;10;0;0;0;R;
"BT22 Supply air temp.";"";42136;"°C";s16;10;0;0;0;R;
"BT22 Supply air temp.";"";42137;"°C";s16;10;0;0;0;R;
"BT22 Supply air temp.";"";42138;"°C";s16;10;0;0;0;R;
"AZ30-BT23 Outdoor temp. ERS 4";"";42139;"°C";s16;10;0;0;0;R;
"AZ30-BT23 Outdoor temp. ERS 3";"";42140;"°C";s16;10;0;0;0;R;
"AZ30-BT23 Outdoor temp. ERS 2";"";42141;"°C";s16;10;0;0;0;R;
"External ERS 4 accessory relays";"Indicates the status of the relays on the ERS accessory. The information is binary encoded. b0: K1, b1: K2, b2: K3, b3: K4";42150;"";u8;1;0;0;0;R;
"External ERS 3 accessory relays";"Indicates the status of the relays on the ERS accessory. The information is binary encoded. b0: K1, b1: K2, b2: K3, b3: K4";42151;"";u8;1;0;0;0;R;
"External ERS 2 accessory relays";"Indicates the status of the relays on the ERS accessory. The information is binary encoded. b0: K1, b1: K2, b2: K3, b3: K4";42152;"";u8;1;0;0;0;R;
"External ERS 4 accessory GQ2 speed";"Indicates the speed of the GQ2 fan speed on the ERS accessory.";42153;"%";u8;1;0;0;0;R;
"External ERS 3 accessory GQ2 speed";"Indicates the speed of the GQ2 fan speed on the ERS accessory.";42154;"%";u8;1;0;0;0;R;
"External ERS 2 accessory GQ2 speed";"Indicates the speed of the GQ2 fan speed on the ERS accessory.";42155;"%";u8;1;0;0;0;R;
"External ERS 4 accessory GQ3 speed";"Indicates the speed of the GQ3 fan speed on the ERS accessory.";42156;"%";u8;1;0;0;0;R;
"External ERS 3 accessory GQ3 speed";"Indicates the speed of the GQ3 fan speed on the ERS accessory.";42157;"%";u8;1;0;0;0;R;
"External ERS 2 accessory GQ3 speed";"Indicates the speed of the GQ3 fan speed on the ERS accessory.";42158;"%";u8;1;0;0;0;R;
"External ERS 4 accessory block status";"Indicates if the ERS accessory is externaly blocked.";42159;"";u8;1;0;0;0;R;
"External ERS 3 accessory block status";"Indicates if the ERS accessory is externaly blocked.";42160;"";u8;1;0;0;0;R;
"External ERS 2 accessory block status";"Indicates if the ERS accessory is externaly blocked.";42161;"";u8;1;0;0;0;R;
"External ERS 4 accessory EB17";"Indicates if the status of ERS accessory EB17. I = closed, 0 = open.";42162;"";u8;1;0;0;0;R;
"External ERS 3 accessory EB17";"Indicates if the status of ERS accessory EB17. I = closed, 0 = open.";42163;"";u8;1;0;0;0;R;
"External ERS 2 accessory EB17";"Indicates if the status of ERS accessory EB17. I = closed, 0 = open.";42164;"";u8;1;0;0;0;R;
"EB108-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42168;"kWh";u32;10;0;0;0;R;
"EB108-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42170;"kWh";u32;10;0;0;0;R;
"EB108-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42172;"kWh";u32;10;0;0;0;R;
"EB108-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42174;"kWh";u32;10;0;0;0;R;
"EB108-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42176;"kWh";u32;10;0;0;0;R;
"EB108-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42178;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42183;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42185;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42187;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42189;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42191;"kWh";u32;10;0;0;0;R;
"EB108-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42193;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42198;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42200;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42202;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42204;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42206;"kWh";u32;10;0;0;0;R;
"EB107-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42208;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42213;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42215;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42217;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42219;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42221;"kWh";u32;10;0;0;0;R;
"EB107-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42223;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42228;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42230;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42232;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42234;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42236;"kWh";u32;10;0;0;0;R;
"EB106-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42238;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42243;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42245;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42247;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42249;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42251;"kWh";u32;10;0;0;0;R;
"EB106-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42253;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42258;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42260;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42262;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42264;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42266;"kWh";u32;10;0;0;0;R;
"EB105-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42268;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42273;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42275;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42277;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42279;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42281;"kWh";u32;10;0;0;0;R;
"EB105-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42283;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42288;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42290;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42292;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42294;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42296;"kWh";u32;10;0;0;0;R;
"EB104-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42298;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42303;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42305;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42307;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42309;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42311;"kWh";u32;10;0;0;0;R;
"EB104-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42313;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42318;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42320;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42322;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42324;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42326;"kWh";u32;10;0;0;0;R;
"EB103-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42328;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42333;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42335;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42337;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42339;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42341;"kWh";u32;10;0;0;0;R;
"EB103-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42343;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42348;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42350;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42352;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42354;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42356;"kWh";u32;10;0;0;0;R;
"EB102-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42358;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42363;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42365;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42367;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42369;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42371;"kWh";u32;10;0;0;0;R;
"EB102-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42373;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42378;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42380;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42382;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42384;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42386;"kWh";u32;10;0;0;0;R;
"EB101-EP15 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42388;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - HW Cpr and Add";"Accumulated energy production as calculated by the heat meter";42393;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - Heat Cpr and Add";"Accumulated energy production as calculated by the heat meter";42395;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - Cooling Cpr";"Accumulated energy production as calculated by the heat meter";42397;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - Pool Cpr";"Accumulated energy production as calculated by the heat meter";42399;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - HW Cpr";"Accumulated energy production as calculated by the heat meter";42401;"kWh";u32;10;0;0;0;R;
"EB101-EP14 Heat Meter - Heat Cpr";"Accumulated energy production as calculated by the heat meter";42403;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42437;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr and Add - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42439;"kWh";u32;10;0;0;0;R;
"Heat Meter - Cooling Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42441;"kWh";u32;10;0;0;0;R;
"Heat Meter - Pool Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42443;"kWh";u32;10;0;0;0;R;
"Heat Meter - HW Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42445;"kWh";u32;10;0;0;0;R;
"Heat Meter - Heat Cpr - Total system";"Accumulated energy production as calculated by the heat meter, summaries of all heat pumps in system";42447;"kWh";u32;10;0;0;0;R;
"External ERS 4 fire place guard";"";42464;"";u8;1;0;0;0;R;
"External ERS 3 fire place guard";"";42465;"";u8;1;0;0;0;R;
"External ERS 2 fire place guard";"";42466;"";u8;1;0;0;0;R;
"External ERS 1 fire place guard";"";42467;"";u8;1;0;0;0;R;
"EB108 External Energy Meter 2 Accumulated Energy";"";42468;"kWh";u32;1;0;0;0;R;
"EB108 External Energy Meter 1 Accumulated Energy";"";42470;"kWh";u32;1;0;0;0;R;
"EB107 External Energy Meter 2 Accumulated Energy";"";42472;"kWh";u32;1;0;0;0;R;
"EB107 External Energy Meter 1 Accumulated Energy";"";42474;"kWh";u32;1;0;0;0;R;
"EB106 External Energy Meter 2 Accumulated Energy";"";42476;"kWh";u32;1;0;0;0;R;
"EB106 External Energy Meter 1 Accumulated Energy";"";42478;"kWh";u32;1;0;0;0;R;
"EB105 External Energy Meter 2 Accumulated Energy";"";42480;"kWh";u32;1;0;0;0;R;
"EB105 External Energy Meter 1 Accumulated Energy";"";42482;"kWh";u32;1;0;0;0;R;
"EB104 External Energy Meter 2 Accumulated Energy";"";42484;"kWh";u32;1;0;0;0;R;
"EB104 External Energy Meter 1 Accumulated Energy";"";42486;"kWh";u32;1;0;0;0;R;
"EB103 External Energy Meter 2 Accumulated Energy";"";42488;"kWh";u32;1;0;0;0;R;
"EB103 External Energy Meter 1 Accumulated Energy";"";42490;"kWh";u32;1;0;0;0;R;
"EB102 External Energy Meter 2 Accumulated Energy";"";42492;"kWh";u32;1;0;0;0;R;
"EB102 External Energy Meter 1 Accumulated Energy";"";42494;"kWh";u32;1;0;0;0;R;
"EB101 External Energy Meter 2 Accumulated Energy";"";42496;"kWh";u32;1;0;0;0;R;
"EB101 External Energy Meter 1 Accumulated Energy";"";42498;"kWh";u32;1;0;0;0;R;
"External Energy Meter Accumulated System";"";42504;"kWh";u32;1;0;0;0;R;
"Software version";"";43001;"";u16;1;0;0;0;R;
"Degree Minutes (16 bit)";"Degree minutes, 16bit value (-32768 < x < 32767). Values outside valid values are rounded to the closest valid value.";43005;"";s16;10;-30000;30000;0;R/W;
"Calc. Supply S4";"Calculated supply temperature for the climate system";43006;"°C";s16;10;0;0;0;R;
"Calc. Supply S3";"Calculated supply temperature for the climate system";43007;"°C";s16;10;0;0;0;R;
"Calc. Supply S2";"Calculated supply temperature for the climate system";43008;"°C";s16;10;0;0;0;R;
"Calc. Supply S1";"Calculated supply temperature for the climate system";43009;"°C";s16;10;0;0;0;R;
"Freeze Protection Status";"1 = Freeze protection active";43013;"";u8;1;0;0;0;R;
"Status Cooling";" 0=Off 1=On";43024;"";u8;1;0;0;0;R;
"Heat Medium Flow dT Set Point";"Set point delta T for the heat medium flow";43064;"";s16;10;0;0;0;R;
"Heat Medium Flow dT Actual";"Current value of the delta T for the heat medium flow";43065;"";s16;10;0;0;0;R;
"Tot. op.time add.";"Total electric additive operation time";43081;"h";s32;10;0;1000000;0;R;
"Int. el.add. Power";"Current power from the internal electrical addition";43084;"kW";s16;100;0;0;0;R;
"Prio";"Indicates what heating action (HW/heat/pool) currently prioritised 10=Off 20=Hot Water 30=Heat 40=Pool 41=Pool 2 50=Transfer 60=Cooling";43086;"";u8;1;0;0;0;R;
"Int. el.add. State";"Number of steps active for internal step-controlled addition";43091;"";u8;1;0;0;0;R;
"Mixing Valve State S4";"State of the mixing valve for the climate system";43093;"";u8;1;0;0;0;R;
"Mixing Valve State S3";"State of the mixing valve for the climate system";43094;"";u8;1;0;0;0;R;
"Mixing Valve State S2";"State of the mixing valve for the climate system";43095;"";u8;1;0;0;0;R;
"Mixing Valve State S1";"State of the mixing valve for the climate system";43096;"";u8;1;0;0;0;R;
"Status of the shunt controlled additional heat accessory";"10 = Off, 20 = Running, 30 = Passive";43097;"";u8;1;0;0;0;R;
"HPAC state";"State of the HPAC cooling accessory.";43103;"";u8;1;0;0;0;R;
"Fan speed current";"The current fan speed after scheduling and blocks are considered";43108;"%";u8;1;0;0;0;R;
"Internal cooling blocked";"";43152;"";u8;1;0;0;0;R;
"External adjustment activated via input S4";"";43158;"";u8;1;0;0;0;R;
"External adjustment activated via input S3";"";43159;"";u8;1;0;0;0;R;
"External adjustment activated via input S2";"";43160;"";u8;1;0;0;0;R;
"External adjustment activated via input S1";"";43161;"";u8;1;0;0;0;R;
"Blocking status of the shunt controlled add heat acc";"0 = Unblocked, 1 = Blocked";43163;"";u8;1;0;0;0;R;
"Cooling blocked";"Whether cooling is blocked";43164;"";u8;1;0;0;0;R;
"Blocking status of the step controlled add heat acc";"0 = Unblocked, 1 = Blocked";43171;"";u8;1;0;0;0;R;
"HWC Pump Status GP11";"Hot water circulation pump status. 1=on, 0=off";43180;"";u8;1;0;0;0;R;
"GP10 Ext. Supply Pump Status";"External supply pump status. 1=on,0=off";43189;"";u8;1;0;0;0;R;
"Heat Meter (OBSOLETE)";"Obsolete since v4798 of the controller software";43230;"kWh";u32;10;0;9999999;0;R;
"Tot. HW op.time add.";"Total electric additive operation time in hot water mode";43239;"h";s32;10;0;9999999;0;R;
"HPAC Relays";"Indicates the active relays on the HPAC accessory. The information is binary encoded";43395;"";u8;1;0;0;0;R;
"Compressor starts EB100-EP14";"Number of compressorer starts";43416;"";s32;1;0;9999999;0;R;
"Tot. op.time compr. EB100-EP14";"Total compressorer operation time";43420;"h";s32;1;0;9999999;0;R;
"Tot. HW op.time compr. EB100-EP14";"Total compressorer operation time in hot water mode";43424;"h";s32;1;0;9999999;0;R;
"Compressor State EP14";"20 = Stopped, 40 = Starting, 60 = Running, 100 = Stopping";43427;"";u8;1;0;0;0;R;
"Supply Pump State EP14";"10=off,15=starting,20=on,40=10-day mode,80=calibration";43431;"";u8;1;0;0;0;R;
"Brine Pump State EP14";"10=off,15=starting,20=on,40=10-day mode,80=calibration";43433;"";u8;1;0;0;0;R;
"Cpr Status EP14";"Status of the compressor. 1=on,0=off 0=Off 1=On";43435;"";u8;1;0;0;0;R;
"Supply Pump Speed EP14";"Supply pump speed in %";43437;"%";u8;1;0;0;0;R;
"EP14-GP2 Brine Pump Status EP14";"Brine pump speed in %";43439;"%";u8;1;0;0;0;R;
"Docked Heat Compressors";"Number of compressors docked to heating";43473;"";u8;1;0;0;0;R;
"Docked Hot Water Compressors";"Number of compressors docked to hot water";43474;"";u8;1;0;0;0;R;
"Docked Pool 1 Compressors";"Number of compressors docked to pool 1";43475;"";u8;1;0;0;0;R;
"FLM 4 Cooling Status";"Whether FLM cooling is active, 1=yes, 0=no";43484;"";u8;1;0;0;0;R;
"FLM 3 Cooling Status";"Whether FLM cooling is active, 1=yes, 0=no";43485;"";u8;1;0;0;0;R;
"FLM 2 Cooling Status";"Whether FLM cooling is active, 1=yes, 0=no";43486;"";u8;1;0;0;0;R;
"FLM 1 Cooling Status";"Whether FLM cooling is active, 1=yes, 0=no";43487;"";u8;1;0;0;0;R;
"EB100-EP14 PCA Base Relays";"Indicates active relays on the PCA Base card. Please refer to the wiring diagram for relay description. Binary encoded. 1=on, 0=off. Bit0=K4,Bit1=K3,Bit2=K2,Bit3=K1";43514;"";u8;1;0;0;0;R;
